knr2017,AAR,ART,prod,nytidutm,utmar,totareal,VEKTFE,VEKTCH,ANDAD,ANDCH,ADPROD,CHPROD,METAD,METOFF,METADANT,METOFFANT,METBEITAD,METBEITOFF,TOTBEITE,LNTOTBEITE,TOTBAR
827.00,1959,kyr,642.53,64.00,737.59,749.69,514,,1,,,,107.9499236,0,69361.43913,,4439132.104,,,,6018.427723
828.00,1959,kyr,601.00,64.00,657.48,670.28,514,,1,,,,107.9499236,0,64877.92504,,4152187.202,,,,6315.305716
829.00,1959,kyr,558.61,64.00,617.65,627.14,514,,1,,,,107.9499236,0,60302.32909,,3859349.062,,,,6248.440155
830.00,1959,kyr,243.08,64.00,784.41,788.71,514,,1,,,,107.9499236,0,26240.33672,,1679381.55,,,,2140.948675
831.00,1959,kyr,280.09,35.00,1126.02,1132.62,514,,1,,,,107.9499236,0,30235.42422,,1058239.848,,,,939.8055521
833.00,1959,kyr,239.65,64.00,920.74,931.54,514,,1,,,,107.9499236,0,25869.89933,,1655673.557,,,,1798.198793
834.00,1959,kyr,671.88,64.00,2912.57,2929.17,514,,1,,,,107.9499236,0,72529.4777,,4641886.573,,,,1593.742493
901.00,1959,kyr,0.00,27.00,171.43,175.25,514,,1,,,,107.9499236,0,0,,0,,,,0
904.00,1959,kyr,1118.87,27.00,254.04,273.53,514,,1,,,,107.9499236,0,120781.6104,,3261103.481,,,,12836.96851
906.00,1959,kyr,34.93,31.11,235.13,253.79,514,,1,,,,107.9499236,0,3770.765648,,117312.709,,,,498.927015
911.00,1959,kyr,415.79,33.00,308.84,314.64,514,,1,,,,107.9499236,0,44884.06876,,1481174.269,,,,4795.927564
912.00,1959,kyr,206.36,33.00,318.60,321.70,514,,1,,,,107.9499236,0,22276.98478,,735140.4977,,,,2307.408969
914.00,1959,kyr,595.93,27.00,198.56,204.47,514,,1,,,,107.9499236,0,64330.45734,,1736922.348,,,,8747.594421
919.00,1959,kyr,496.58,33.00,601.90,608.80,514,,1,,,,107.9499236,0,53605.63866,,1768986.076,,,,2939.003283
926.00,1959,kyr,379.78,27.00,167.62,174.46,514,,1,,,,107.9499236,0,40996.99386,,1106918.834,,,,6603.739615
928.00,1959,kyr,453.14,33.00,621.70,632.70,514,,1,,,,107.9499236,0,48916.14698,,1614232.85,,,,2596.481986
929.00,1959,kyr,248.63,40.33,1079.87,1088.77,514,,1,,,,107.9499236,0,26839.27943,,1082517.604,,,,1002.45178
935.00,1959,kyr,471.44,44.00,242.48,246.18,514,,1,,,,107.9499236,0,50892.09189,,2239252.043,,,,9234.790676
937.00,1959,kyr,440.42,44.00,519.52,529.42,514,,1,,,,107.9499236,0,47543.83062,,2091928.547,,,,4026.656428
938.00,1959,kyr,309.14,44.00,1178.77,1186.27,514,,1,,,,107.9499236,0,33371.6797,,1468353.907,,,,1245.666166
940.00,1959,kyr,486.59,44.00,1160.72,1169.82,514,,1,,,,107.9499236,0,52526.97244,,2311186.788,,,,1991.166507
941.00,1959,kyr,144.71,44.00,1303.51,1305.41,514,,1,,,,107.9499236,0,15621.87199,,687362.3675,,,,527.3165281
1001.00,1959,kyr,580.78,48.00,251.81,260.07,514,,1,,,,107.9499236,0,62694.90402,,3009355.393,,,,11950.89708
1002.00,1959,kyr,1290.59,44.67,196.73,208.41,514,,1,,,,107.9499236,0,139319.1593,,6222922.451,,,,31631.79205
1003.00,1959,kyr,656.30,48.00,219.00,250.88,514,,1,,,,107.9499236,0,70847.33678,,3400672.165,,,,15528.1834
1004.00,1959,kyr,680.98,45.50,467.01,479.90,514,,1,,,,107.9499236,0,73511.59253,,3344777.46,,,,7162.111004
1014.00,1959,kyr,869.18,38.00,352.10,364.56,514,,1,,,,107.9499236,0,93828.1459,,3565469.544,,,,10126.29805
1017.00,1959,kyr,695.66,38.00,197.24,206.90,514,,1,,,,107.9499236,0,75096.90113,,2853682.243,,,,14468.07059
1018.00,1959,kyr,427.14,38.00,136.34,141.54,514,,1,,,,107.9499236,0,46109.68253,,1752167.936,,,,12851.45912
1021.00,1959,kyr,677.15,38.00,366.30,380.40,514,,1,,,,107.9499236,0,73098.26666,,2777734.133,,,,7583.221767
1026.00,1959,kyr,292.09,41.00,825.31,833.51,514,,1,,,,107.9499236,0,31530.60073,,1292754.63,,,,1566.386727
1027.00,1959,kyr,980.64,38.00,227.36,238.56,514,,1,,,,107.9499236,0,105860.5244,,4022699.927,,,,17693.08554
1029.00,1959,kyr,1121.58,44.67,283.98,298.28,514,,1,,,,107.9499236,0,121074.5437,,5407996.285,,,,19043.58154
1032.00,1959,kyr,1174.72,38.00,356.29,373.30,514,,1,,,,107.9499236,0,126810.4608,,4818797.51,,,,13524.93056
1034.00,1959,kyr,650.25,39.50,409.89,424.59,514,,1,,,,107.9499236,0,70194.319,,2772675.6,,,,6764.438265
1037.00,1959,kyr,1447.28,42.33,893.40,916.17,514,,1,,,,107.9499236,0,156233.4086,,6613880.965,,,,7403.045629
1046.00,1959,kyr,863.56,40.00,1427.50,1439.60,514,,1,,,,107.9499236,0,93221.35446,,3728854.178,,,,2612.157043
1101.00,1959,kyr,2387.45,28.50,346.15,393.52,514,,1,,,,107.9499236,0,257724.6981,,7345153.894,,,,21219.56925
1102.00,1959,kyr,3793.88,24.00,204.96,283.67,514,,1,,,,107.9499236,0,409549.4566,,9829186.958,,,,47956.61084
1103.00,1959,kyr,2797.32,22.33,48.46,66.35,514,,1,,,,107.9499236,0,301970.2764,,6744002.839,,,,139166.3813
1106.00,1959,kyr,1416.55,29.00,60.04,67.54,514,,1,,,,107.9499236,0,152916.826,,4434587.953,,,,73860.55885
1111.00,1959,kyr,572.16,28.00,253.04,266.33,514,,1,,,,107.9499236,0,61764.90841,,1729417.436,,,,6834.561475
1112.00,1959,kyr,567.15,28.00,336.66,357.34,514,,1,,,,107.9499236,0,61223.79916,,1714266.377,,,,5091.981158
1114.00,1959,kyr,1768.69,28.00,535.97,586.37,514,,1,,,,107.9499236,0,190929.5667,,5346027.867,,,,9974.490861
1119.00,1959,kyr,5221.65,19.00,122.84,247.60,514,,1,,,,107.9499236,0,563677.2559,,10709867.86,,,,87185.50848
1120.00,1959,kyr,4770.25,19.00,23.74,105.52,514,,1,,,,107.9499236,0,514948.6623,,9784024.584,,,,412132.4593
1121.00,1959,kyr,3096.73,19.00,90.79,169.30,514,,1,,,,107.9499236,0,334291.8319,,6351544.806,,,,69958.63868
1122.00,1959,kyr,1370.70,23.50,518.39,561.30,514,,1,,,,107.9499236,0,147967.2761,,3477230.988,,,,6707.750897
1124.00,1959,kyr,2469.53,19.00,30.04,68.38,514,,1,,,,107.9499236,0,266585.035,,5065115.666,,,,168612.3724
1127.00,1959,kyr,1469.02,19.00,7.75,23.81,514,,1,,,,107.9499236,0,158581.1098,,3013041.086,,,,388779.4949
1129.00,1959,kyr,812.96,28.00,699.14,711.74,514,,1,,,,107.9499236,0,87759.23975,,2457258.713,,,,3514.687635
1130.00,1959,kyr,1019.18,28.00,168.22,192.73,514,,1,,,,107.9499236,0,110020.7541,,3080581.115,,,,18312.81129
1133.00,1959,kyr,1153.54,28.50,973.64,1008.44,514,,1,,,,107.9499236,0,124524.285,,3548942.122,,,,3645.02498
1134.00,1959,kyr,1287.58,28.25,1641.69,1673.19,514,,1,,,,107.9499236,0,138994.128,,3926584.117,,,,2391.793894
1135.00,1959,kyr,289.28,28.00,498.83,507.30,514,,1,,,,107.9499236,0,31227.21415,,874361.9961,,,,1752.825604
1141.00,1959,kyr,1663.20,43.33,63.86,104.46,514,,1,,,,107.9499236,0,179542.1552,,7780160.06,,,,121831.5074
1142.00,1959,kyr,1443.98,51.00,25.52,64.92,514,,1,,,,107.9499236,0,155877.521,,7949753.573,,,,311510.72
1144.00,1959,kyr,107.66,51.00,3.13,5.73,514,,1,,,,107.9499236,0,11621.83562,,592713.6167,,,,189365.3728
1145.00,1959,kyr,286.43,29.00,37.15,44.95,514,,1,,,,107.9499236,0,30919.55686,,896667.149,,,,24136.39701
1146.00,1959,kyr,1325.01,40.00,341.25,392.75,514,,1,,,,107.9499236,0,143034.2283,,5721369.134,,,,16765.91688
1149.00,1959,kyr,2468.81,29.00,166.71,217.41,514,,1,,,,107.9499236,0,266508.1207,,7728735.501,,,,46360.35931
1151.00,1959,kyr,37.11,29.00,5.14,6.14,514,,1,,,,107.9499236,0,4006.484579,,116188.0528,,,,22604.67953
1160.00,1959,kyr,4183.01,40.95,505.29,610.19,514,,1,,,,107.9499236,0,451555.3867,,18491193.09,,,,36595.20886
1201.00,1959,kyr,2415.41,43.00,410.34,444.68,514,,1,,,,107.9499236,0,260743.3622,,11211964.57,,,,27323.59646
1211.00,1959,kyr,1425.00,64.00,652.50,678.00,514,,1,,,,107.9499236,0,153828.6411,,9845033.031,,,,15088.17323
1216.00,1959,kyr,946.24,43.00,200.30,224.00,514,,1,,,,107.9499236,0,102146.3934,,4392294.917,,,,21928.58171
1219.00,1959,kyr,767.82,43.00,221.00,234.40,514,,1,,,,107.9499236,0,82885.99257,,3564097.681,,,,16127.13883
1221.00,1959,kyr,509.28,43.00,129.53,137.84,514,,1,,,,107.9499236,0,54977.12862,,2364016.53,,,,18250.72594
1222.00,1959,kyr,612.15,43.00,129.20,137.10,514,,1,,,,107.9499236,0,66081.16893,,2841490.264,,,,21992.9587
1223.00,1959,kyr,881.24,43.00,232.68,245.08,514,,1,,,,107.9499236,0,95130.24596,,4090600.576,,,,17580.37036
1224.00,1959,kyr,2687.05,58.75,1052.75,1093.30,514,,1,,,,107.9499236,0,290067.2341,,17041450,,,,16187.5564
1227.00,1959,kyr,368.52,64.00,191.90,196.90,514,,1,,,,107.9499236,0,39781.29445,,2546002.845,,,,13267.34156
1228.00,1959,kyr,337.35,64.00,1578.44,1583.65,514,,1,,,,107.9499236,0,36417.25873,,2330704.559,,,,1476.587364
1231.00,1959,kyr,717.82,64.00,1294.20,1307.80,514,,1,,,,107.9499236,0,77488.8687,,4959287.597,,,,3831.932929
1232.00,1959,kyr,209.60,64.00,1456.18,1459.28,514,,1,,,,107.9499236,0,22626.10408,,1448070.661,,,,994.4310874
1233.00,1959,kyr,311.42,64.00,675.57,681.77,514,,1,,,,107.9499236,0,33617.63667,,2151528.747,,,,3184.760642
1234.00,1959,kyr,393.71,64.00,200.24,205.04,514,,1,,,,107.9499236,0,42501.05976,,2720067.825,,,,13584.03828
1235.00,1959,kyr,3674.22,64.00,1678.50,1739.31,514,,1,,,,107.9499236,0,396631.9185,,25384442.78,,,,15123.29031
1238.00,1959,kyr,1368.95,64.00,560.40,583.76,514,,1,,,,107.9499236,0,147778.0479,,9457795.065,,,,16876.86486
1241.00,1959,kyr,1482.46,57.00,338.58,354.98,514,,1,,,,107.9499236,0,160031.9231,,9121819.615,,,,26941.40119
1242.00,1959,kyr,487.71,64.00,251.88,255.68,514,,1,,,,107.9499236,0,52648.35102,,3369494.465,,,,13377.37996
1243.00,1959,kyr,841.49,43.00,123.08,133.27,514,,1,,,,107.9499236,0,90838.38873,,3906050.716,,,,31735.86867
1244.00,1959,kyr,394.41,43.00,106.36,111.76,514,,1,,,,107.9499236,0,42576.10631,,1830772.572,,,,17212.98018
1245.00,1959,kyr,352.31,43.00,91.68,94.33,514,,1,,,,107.9499236,0,38032.29026,,1635388.481,,,,17838.00699
1246.00,1959,kyr,908.50,43.00,135.25,141.25,514,,1,,,,107.9499236,0,98072.1863,,4217104.011,,,,31180.06662
1247.00,1959,kyr,238.29,43.00,88.75,93.12,514,,1,,,,107.9499236,0,25723.48211,,1106109.731,,,,12463.20823
1251.00,1959,kyr,288.74,43.00,710.15,717.37,514,,1,,,,107.9499236,0,31169.54616,,1340290.485,,,,1887.334345
1252.00,1959,kyr,223.94,64.00,375.15,377.15,514,,1,,,,107.9499236,0,24174.1324,,1547144.473,,,,4124.068968
1253.00,1959,kyr,534.22,43.00,223.66,247.86,514,,1,,,,107.9499236,0,57669.32725,,2479781.072,,,,11087.28012
1256.00,1959,kyr,729.67,43.00,75.77,85.87,514,,1,,,,107.9499236,0,78768.1356,,3387029.831,,,,44701.46272
1259.00,1959,kyr,41.69,43.00,60.71,64.21,514,,1,,,,107.9499236,0,4500.930123,,193539.9953,,,,3187.942601
1260.00,1959,kyr,1050.93,43.00,79.22,105.72,514,,1,,,,107.9499236,0,113447.7426,,4878252.932,,,,61578.55254
1263.00,1959,kyr,4916.55,43.00,418.41,453.83,514,,1,,,,107.9499236,0,530741.163,,22821870.01,,,,54544.27478
1264.00,1959,kyr,526.28,43.00,50.14,55.38,514,,1,,,,107.9499236,0,56811.81538,,2442908.061,,,,48721.74036
1265.00,1959,kyr,11.99,43.00,8.58,8.88,514,,1,,,,107.9499236,0,1293.845385,,55635.35155,,,,6484.306708
1266.00,1959,kyr,438.63,43.00,519.60,527.50,514,,1,,,,107.9499236,0,47350.04557,,2036051.96,,,,3918.498768
1401.00,1959,kyr,1492.22,63.00,648.06,667.96,514,,1,,,,107.9499236,0,161085.0548,,10148358.45,,,,15659.59703
1411.00,1959,kyr,1457.56,63.00,557.26,577.96,514,,1,,,,107.9499236,0,157343.0222,,9912610.396,,,,17788.12475
1412.00,1959,kyr,312.82,63.00,216.68,219.78,514,,1,,,,107.9499236,0,33768.8326,,2127436.454,,,,9818.333275
1413.00,1959,kyr,1029.29,63.00,238.22,249.62,514,,1,,,,107.9499236,0,111112.1343,,7000064.462,,,,29384.87307
1416.00,1959,kyr,1205.31,67.00,849.26,861.40,514,,1,,,,107.9499236,0,130112.8008,,8717557.651,,,,10264.88667
1417.00,1959,kyr,1148.19,71.00,770.90,793.10,514,,1,,,,107.9499236,0,123946.831,,8800225,,,,11415.52082
1418.00,1959,kyr,779.50,71.00,413.50,423.80,514,,1,,,,107.9499236,0,84147.39078,,5974464.745,,,,14448.52417
1419.00,1959,kyr,496.52,71.00,178.44,183.20,514,,1,,,,107.9499236,0,53598.99521,,3805528.66,,,,21326.65692
1420.00,1959,kyr,1221.98,71.00,714.47,734.80,514,,1,,,,107.9499236,0,131912.5936,,9365794.149,,,,13108.72976
1421.00,1959,kyr,400.19,71.00,1412.14,1419.44,514,,1,,,,107.9499236,0,43200.93663,,3067266.501,,,,2172.069696
1422.00,1959,kyr,633.53,71.00,1278.26,1291.20,514,,1,,,,107.9499236,0,68389.87492,,4855681.119,,,,3798.664684
1424.00,1959,kyr,166.11,71.00,939.95,941.73,514,,1,,,,107.9499236,0,17931.33454,,1273124.753,,,,1354.46008
1426.00,1959,kyr,2396.06,71.00,2598.83,2636.53,514,,1,,,,107.9499236,0,258654.852,,18364494.49,,,,7066.447013
1428.00,1959,kyr,1868.52,63.00,291.20,312.50,514,,1,,,,107.9499236,0,201706.8324,,12707530.44,,,,43638.49739
1429.00,1959,kyr,1796.05,63.00,372.50,393.60,514,,1,,,,107.9499236,0,193883.0596,,12214632.75,,,,32790.96041
1430.00,1959,kyr,1916.79,71.00,511.60,540.90,514,,1,,,,107.9499236,0,206917.6109,,14691150.38,,,,28716.08752
1431.00,1959,kyr,1744.19,71.00,592.68,619.98,514,,1,,,,107.9499236,0,188285.3248,,13368258.06,,,,22555.60852
1432.00,1959,kyr,1561.33,71.00,542.76,564.98,514,,1,,,,107.9499236,0,168545.387,,11966722.47,,,,22047.90787
1433.00,1959,kyr,1035.35,63.00,334.17,353.57,514,,1,,,,107.9499236,0,111765.6574,,7041236.419,,,,21070.8215
1438.00,1959,kyr,1957.97,63.00,789.81,804.51,514,,1,,,,107.9499236,0,211363.2017,,13315881.7,,,,16859.6013
1439.00,1959,kyr,491.95,63.00,154.31,162.09,514,,1,,,,107.9499236,0,53105.44136,,3345642.806,,,,21681.30909
1441.00,1959,kyr,1072.42,63.00,215.82,228.22,514,,1,,,,107.9499236,0,115767.6878,,7293364.332,,,,33793.73706
1443.00,1959,kyr,1153.55,71.00,391.29,417.50,514,,1,,,,107.9499236,0,124526.0196,,8841347.393,,,,22595.38295
1444.00,1959,kyr,743.53,71.00,166.72,177.00,514,,1,,,,107.9499236,0,80263.96277,,5698741.357,,,,34181.51006
1445.00,1959,kyr,2854.31,71.00,918.50,959.20,514,,1,,,,107.9499236,0,308122.1637,,21876673.62,,,,23817.82648
1449.00,1959,kyr,2925.00,71.00,1286.88,1328.89,514,,1,,,,107.9499236,0,315753.6744,,22418510.88,,,,17420.82469
1502.00,1959,kyr,1243.27,44.00,339.64,355.30,514,,1,,,,107.9499236,0,134210.6022,,5905266.496,,,,17386.84047
1504.00,1959,kyr,168.37,55.50,89.47,92.92,514,,1,,,,107.9499236,0,18175.38612,,1008733.929,,,,11274.54934
1505.00,1959,kyr,254.23,40.00,61.23,63.93,514,,1,,,,107.9499236,0,27444.44506,,1097777.803,,,,17928.75719
1511.00,1959,kyr,1523.57,40.00,342.90,366.40,514,,1,,,,107.9499236,0,164469.4888,,6578779.55,,,,19185.70881
1514.00,1959,kyr,866.63,40.00,75.80,87.40,514,,1,,,,107.9499236,0,93552.64177,,3742105.671,,,,49368.14869
1515.00,1959,kyr,714.66,40.00,112.24,119.54,514,,1,,,,107.9499236,0,77147.17635,,3085887.054,,,,27493.64802
1516.00,1959,kyr,421.06,40.00,88.42,94.40,514,,1,,,,107.9499236,0,45453.80897,,1818152.359,,,,20562.68219
1517.00,1959,kyr,375.61,40.00,71.20,76.80,514,,1,,,,107.9499236,0,40547.17329,,1621886.932,,,,22779.31084
1519.00,1959,kyr,1276.53,40.00,504.19,526.39,514,,1,,,,107.9499236,0,137801.2377,,5512049.508,,,,10932.48479
1520.00,1959,kyr,2069.38,40.00,742.44,784.55,514,,1,,,,107.9499236,0,223388.9769,,8935559.077,,,,12035.39556
1523.00,1959,kyr,1198.18,44.00,121.41,127.11,514,,1,,,,107.9499236,0,129343.7709,,5691125.921,,,,46875.26498
1524.00,1959,kyr,808.17,48.00,888.06,901.06,514,,1,,,,107.9499236,0,87241.41062,,4187587.71,,,,4715.433315
1525.00,1959,kyr,553.08,48.00,830.74,846.84,514,,1,,,,107.9499236,0,59705.14144,,2865846.789,,,,3449.751774
1526.00,1959,kyr,403.09,48.00,241.52,246.22,514,,1,,,,107.9499236,0,43514.02179,,2088673.046,,,,8648.033479
1528.00,1959,kyr,1188.94,40.00,313.58,328.88,514,,1,,,,107.9499236,0,128345.9963,,5133839.85,,,,16371.7069
1529.00,1959,kyr,457.32,40.00,105.32,111.02,514,,1,,,,107.9499236,0,49367.31193,,1974692.477,,,,18749.45383
1531.00,1959,kyr,1325.30,40.00,55.44,57.50,514,,1,,,,107.9499236,0,143065.9268,,5722637.074,,,,103222.1694
1532.00,1959,kyr,865.04,40.00,27.96,39.22,514,,1,,,,107.9499236,0,93380.97105,,3735238.842,,,,133592.2333
1534.00,1959,kyr,1354.30,40.00,229.29,249.98,514,,1,,,,107.9499236,0,146196.5815,,5847863.26,,,,25504.22286
1535.00,1959,kyr,1140.61,40.00,328.58,349.38,514,,1,,,,107.9499236,0,123129.276,,4925171.041,,,,14989.25997
1539.00,1959,kyr,2023.33,44.80,1405.24,1442.95,514,,1,,,,107.9499236,0,218417.9958,,9785126.211,,,,6963.313178
1543.00,1959,kyr,1198.69,48.00,966.35,989.45,514,,1,,,,107.9499236,0,129398.332,,6211119.937,,,,6427.402015
1545.00,1959,kyr,422.14,40.00,88.43,93.53,514,,1,,,,107.9499236,0,45570.45607,,1822818.243,,,,20613.12047
1546.00,1959,kyr,182.62,40.00,15.48,19.58,514,,1,,,,107.9499236,0,19714.17606,,788567.0425,,,,50941.02342
1547.00,1959,kyr,478.28,40.00,49.14,58.44,514,,1,,,,107.9499236,0,51629.96606,,2065198.643,,,,42026.8344
1548.00,1959,kyr,2274.98,40.00,300.82,359.82,514,,1,,,,107.9499236,0,245583.8781,,9823355.122,,,,32655.25937
1551.00,1959,kyr,684.83,40.00,126.35,146.05,514,,1,,,,107.9499236,0,73927.12816,,2957085.127,,,,23403.91869
1554.00,1959,kyr,1550.46,40.00,150.35,171.95,514,,1,,,,107.9499236,0,167371.7112,,6694868.448,,,,44528.55635
1557.00,1959,kyr,1121.08,40.00,346.40,372.00,514,,1,,,,107.9499236,0,121020.6037,,4840824.147,,,,13974.66555
1560.00,1959,kyr,1215.51,44.00,303.77,322.57,514,,1,,,,107.9499236,0,131214.525,,5773439.101,,,,19005.9555
1563.00,1959,kyr,859.32,48.00,1627.59,1651.60,514,,1,,,,107.9499236,0,92763.07711,,4452627.702,,,,2735.718271
1566.00,1959,kyr,1751.57,48.00,1279.02,1315.67,514,,1,,,,107.9499236,0,189082.2518,,9075948.084,,,,7096.017329
1567.00,1959,kyr,1384.90,48.00,595.48,621.07,514,,1,,,,107.9499236,0,149500.3166,,7176015.197,,,,12050.80808
1571.00,1959,kyr,815.54,40.00,279.65,295.65,514,,1,,,,107.9499236,0,88037.94601,,3521517.841,,,,12592.59017
1573.00,1959,kyr,608.56,40.00,250.90,265.40,514,,1,,,,107.9499236,0,65694.02445,,2627760.978,,,,10473.33989
1576.00,1959,kyr,1490.92,40.00,600.93,624.33,514,,1,,,,107.9499236,0,160944.9261,,6437797.042,,,,10713.0565
1601.00,1959,kyr,2648.50,27.20,252.63,321.35,514,,1,,,,107.9499236,0,285905.531,,7776630.445,,,,30782.6879
1612.00,1959,kyr,775.12,24.00,605.56,625.87,514,,1,,,,107.9499236,0,83673.80168,,2008171.24,,,,3316.221746
1613.00,1959,kyr,752.96,29.00,477.30,490.70,514,,1,,,,107.9499236,0,81282.16283,,2357182.722,,,,4938.576832
1617.00,1959,kyr,1025.42,34.00,630.32,646.62,514,,1,,,,107.9499236,0,110694.3548,,3763608.063,,,,5970.94819
1620.00,1959,kyr,533.26,34.00,213.79,220.89,514,,1,,,,107.9499236,0,57565.15099,,1957215.134,,,,9154.84884
1621.00,1959,kyr,1543.48,24.00,27.20,70.49,514,,1,,,,107.9499236,0,166618.4899,,3998843.757,,,,147016.3146
1622.00,1959,kyr,776.02,24.00,278.10,296.30,514,,1,,,,107.9499236,0,83770.97554,,2010503.413,,,,7229.426153
1624.00,1959,kyr,2048.05,24.00,529.90,586.50,514,,1,,,,107.9499236,0,221086.8727,,5306084.945,,,,10013.37034
1627.00,1959,kyr,1787.66,26.50,319.01,353.56,514,,1,,,,107.9499236,0,192978.1113,,5113919.95,,,,16030.5945
1630.00,1959,kyr,1213.48,29.00,868.37,897.97,514,,1,,,,107.9499236,0,130994.8478,,3798850.585,,,,4374.691186
1632.00,1959,kyr,464.73,34.00,345.73,356.03,514,,1,,,,107.9499236,0,50167.37229,,1705690.658,,,,4933.591698
1633.00,1959,kyr,353.01,34.00,361.30,369.60,514,,1,,,,107.9499236,0,38107.0187,,1295638.636,,,,3586.046598
1634.00,1959,kyr,2919.32,63.00,2141.14,2203.15,514,,1,,,,107.9499236,0,315140.0245,,19853821.54,,,,9272.547122
1635.00,1959,kyr,1261.06,40.00,886.73,921.23,514,,1,,,,107.9499236,0,136131.215,,5445248.601,,,,6140.819191
1636.00,1959,kyr,1299.33,40.00,581.08,613.18,514,,1,,,,107.9499236,0,140262.6178,,5610504.712,,,,9655.305142
1638.00,1959,kyr,2112.00,28.00,516.77,562.41,514,,1,,,,107.9499236,0,227989.9962,,6383719.893,,,,12353.11627
1640.00,1959,kyr,1707.37,63.00,1732.98,1757.28,514,,1,,,,107.9499236,0,184310.3726,,11611553.48,,,,6700.338997
1644.00,1959,kyr,1195.17,63.00,1152.28,1171.18,514,,1,,,,107.9499236,0,129018.6578,,8128175.444,,,,7053.993339
1648.00,1959,kyr,2669.85,63.00,1756.71,1809.41,514,,1,,,,107.9499236,0,288209.9158,,18157224.7,,,,10335.92608
1653.00,1959,kyr,2808.80,47.50,582.46,654.86,514,,1,,,,107.9499236,0,303209.9839,,14402474.24,,,,24726.97565
1657.00,1959,kyr,1555.15,24.00,180.33,212.93,514,,1,,,,107.9499236,0,167878.5012,,4029084.03,,,,22342.8383
1662.00,1959,kyr,357.29,40.00,164.14,174.04,514,,1,,,,107.9499236,0,38569.55411,,1542782.164,,,,9399.184624
1663.00,1959,kyr,465.17,24.00,150.27,165.42,514,,1,,,,107.9499236,0,50214.84848,,1205156.364,,,,8019.939866
1664.00,1959,kyr,1484.02,63.00,1108.78,1143.78,514,,1,,,,107.9499236,0,160200.2384,,10092615.02,,,,9102.45046
1665.00,1959,kyr,391.68,63.00,1206.28,1214.68,514,,1,,,,107.9499236,0,42281.82995,,2663755.287,,,,2208.239619
1702.00,1959,kyr,4588.67,23.14,1260.49,1423.66,514,,1,,,,107.9499236,0,495346.1432,,11463725.03,,,,9094.657655
1703.00,1959,kyr,953.20,35.00,729.65,749.95,514,,1,,,,107.9499236,0,102898.3751,,3601443.128,,,,4935.850241
1711.00,1959,kyr,439.75,73.00,1181.45,1191.95,514,,1,,,,107.9499236,0,47470.45678,,3465343.345,,,,2933.127382
1714.00,1959,kyr,3234.02,23.25,810.57,900.31,514,,1,,,,107.9499236,0,349112.0929,,8116856.16,,,,10013.76335
1717.00,1959,kyr,793.59,24.00,50.22,73.92,514,,1,,,,107.9499236,0,85668.50242,,2056044.058,,,,40940.7419
1718.00,1959,kyr,885.19,24.00,376.23,398.83,514,,1,,,,107.9499236,0,95556.21485,,2293349.157,,,,6095.604169
1719.00,1959,kyr,4162.72,24.00,486.82,621.11,514,,1,,,,107.9499236,0,449365.7761,,10784778.63,,,,22153.52415
1721.00,1959,kyr,2743.39,24.00,1391.70,1478.88,514,,1,,,,107.9499236,0,296148.8609,,7107572.661,,,,5107.115514
1724.00,1959,kyr,496.31,24.00,548.56,559.96,514,,1,,,,107.9499236,0,53576.8668,,1285844.803,,,,2344.036757
1725.00,1959,kyr,752.42,32.00,708.46,736.96,514,,1,,,,107.9499236,0,81223.38009,,2599148.163,,,,3668.729586
1736.00,1959,kyr,892.39,21.00,2095.90,2132.70,514,,1,,,,107.9499236,0,96333.6176,,2023005.97,,,,965.2206544
1738.00,1959,kyr,751.38,73.00,2627.35,2642.95,514,,1,,,,107.9499236,0,81111.34393,,5921128.107,,,,2253.650297
1739.00,1959,kyr,114.06,73.00,1330.60,1335.50,514,,1,,,,107.9499236,0,12312.46705,,898810.095,,,,675.4923305
1740.00,1959,kyr,196.61,73.00,1348.56,1355.46,514,,1,,,,107.9499236,0,21224.54042,,1549391.45,,,,1148.922888
1742.00,1959,kyr,682.51,21.00,1081.09,1102.09,514,,1,,,,107.9499236,0,73676.70758,,1547210.859,,,,1431.158238
1743.00,1959,kyr,452.05,21.00,685.22,703.82,514,,1,,,,107.9499236,0,48798.31317,,1024764.576,,,,1495.526366
1744.00,1959,kyr,974.29,21.00,646.34,690.94,514,,1,,,,107.9499236,0,105174.3683,,2208661.735,,,,3417.182496
1748.00,1959,kyr,340.41,44.00,463.61,473.71,514,,1,,,,107.9499236,0,36747.31384,,1616881.809,,,,3487.590451
1749.00,1959,kyr,401.01,44.00,423.84,433.34,514,,1,,,,107.9499236,0,43288.76702,,1904705.749,,,,4493.926361
1750.00,1959,kyr,708.84,44.00,287.23,302.73,514,,1,,,,107.9499236,0,76519.1897,,3366844.347,,,,11721.77122
1751.00,1959,kyr,1770.42,38.00,971.20,1011.80,514,,1,,,,107.9499236,0,191116.73,,7262435.739,,,,7477.796272
1755.00,1959,kyr,439.02,44.00,96.87,106.67,514,,1,,,,107.9499236,0,47391.80999,,2085239.64,,,,21526.16537
1756.00,1959,kyr,1951.67,24.00,287.79,349.49,514,,1,,,,107.9499236,0,210682.5056,,5056380.135,,,,17569.6867
1804.00,1959,kyr,1899.56,72.50,1284.88,1313.03,514,,1,,,,107.9499236,0,205057.7073,,14866683.78,,,,11570.48423
1805.00,1959,kyr,575.95,78.00,1926.13,1931.70,514,,1,,,,107.9499236,0,62173.95104,,4849568.181,,,,2517.778229
