knr2017,AAR,ART,prod,nytidutmh,utmar,totareal,VEKTFE,VEKTCH,KVEKTCH,ANDAD,ANDCH,ADPROD,CHPROD,METAD,METOFF,KMETOFF,METADANT,METOFFANT,METBEITAD,METBEITOFF,TOTBEITE,LNTOTBEITE,TOTBAR
227.00,1959,hest,204.14,27.75,110.56,137.77,432,216,162,0.7,0.3,142.8969231,61.24,94.75732893,56.34304488,45.40840642,13540.53074,2780.880668,375749.7281,77169.43855,452919.1667,,4096.591594
228.00,1959,hest,54.64,27.75,50.62,56.64,432,216,162,0.7,0.3,38.24602564,16.39,94.75732893,56.34304488,45.40840642,3624.091232,744.2961756,100568.5317,20654.21887,121222.7506,,2394.759987
229.00,1959,hest,250.85,27.75,165.73,195.71,432,216,162,0.7,0.3,175.5920537,75.25,94.75732893,56.34304488,45.40840642,16638.63399,3417.152288,461722.0932,94825.97599,556548.0692,,3358.161281
230.00,1959,hest,52.32,27.75,60.83,67.47,432,216,162,0.7,0.3,36.62597392,15.70,94.75732893,56.34304488,45.40840642,3470.579458,712.7687612,96308.57996,19779.33312,116087.9131,,1908.399031
231.00,1959,hest,157.84,27.75,50.68,75.01,432,216,162,0.7,0.3,110.4861089,47.35,94.75732893,56.34304488,45.40840642,10469.36856,2150.142058,290524.9776,59666.44212,350191.4197,,6909.854374
233.00,1959,hest,159.18,27.75,165.15,180.48,432,216,162,0.7,0.3,111.429247,47.76,94.75732893,56.34304488,45.40840642,10558.73781,2168.496229,293004.9742,60175.77036,353180.7446,,2138.545229
234.00,1959,hest,182.99,27.75,55.95,81.95,432,216,162,0.7,0.3,128.0917827,54.90,94.75732893,56.34304488,45.40840642,12137.63519,2492.761598,336819.3765,69174.13436,405993.5109,,7256.363018
235.00,1959,hest,541.70,27.75,161.13,249.93,432,216,162,0.7,0.3,379.1872798,162.51,94.75732893,56.34304488,45.40840642,35930.77379,7379.26719,997078.9728,204774.6645,1201853.637,,7458.906705
236.00,1959,hest,613.35,27.75,470.97,611.35,432,216,162,0.7,0.3,429.3484762,184.01,94.75732893,56.34304488,45.40840642,40683.91479,8355.441474,1128978.635,231863.5009,1360842.136,,2889.445477
237.00,1959,hest,530.45,29.75,334.90,387.02,432,216,162,0.7,0.3,371.3169758,159.14,94.75732893,56.34304488,45.40840642,35185.00481,7226.105207,1046753.893,214976.6299,1261730.523,,3767.484393
238.00,1959,hest,426.33,27.75,273.70,324.70,432,216,162,0.7,0.3,298.4280678,127.90,94.75732893,56.34304488,45.40840642,28278.24659,5807.632711,784721.3428,161161.8077,945883.1505,,3455.912132
239.00,1959,hest,171.89,31.75,253.44,260.74,432,216,162,0.7,0.3,120.3204866,51.57,94.75732893,56.34304488,45.40840642,11401.24792,2341.526381,361989.6216,74343.4626,436333.0842,,1721.642535
301.00,1959,hest,172.77,27.75,390.37,426.59,432,216,162,0.7,0.3,120.9416291,51.83,94.75732893,56.34304488,45.40840642,11460.10573,2353.614277,318017.9339,65312.79619,383330.7301,,981.9676977
402.00,1959,hest,334.16,33.00,910.53,963.69,432,216,162,0.7,0.3,233.9105732,100.25,94.75732893,56.34304488,45.40840642,22164.74113,4552.074162,731436.4573,150218.4473,881654.9046,,968.2875958
403.00,1959,hest,229.08,32.25,289.58,338.20,432,216,162,0.7,0.3,160.3559453,68.72,94.75732893,56.34304488,45.40840642,15194.90106,3120.646259,490035.5591,100640.8418,590676.4009,,2039.769324
412.00,1959,hest,1191.95,32.25,941.89,1124.80,432,216,162,0.7,0.3,834.3629588,357.58,94.75732893,56.34304488,45.40840642,79062.00533,16237.32529,2549749.672,523653.7405,3073403.413,,3263.017351
415.00,1959,hest,235.91,32.25,314.76,362.51,432,216,162,0.7,0.3,165.1355075,70.77,94.75732893,56.34304488,45.40840642,15647.7996,3213.660103,504641.5372,103640.5383,608282.0755,,1932.526609
417.00,1959,hest,578.12,32.25,539.87,640.73,432,216,162,0.7,0.3,404.6823198,173.44,94.75732893,56.34304488,45.40840642,38346.61569,7875.419679,1236678.356,253982.2847,1490660.641,,2761.147389
418.00,1959,hest,267.38,33.75,447.68,473.48,432,216,162,0.7,0.3,187.1655882,80.21,94.75732893,56.34304488,45.40840642,17735.31121,3642.3819,598566.7533,122930.3891,721497.1424,,1611.635861
419.00,1959,hest,409.13,33.75,413.61,478.01,432,216,162,0.7,0.3,286.3879983,122.74,94.75732893,56.34304488,45.40840642,27137.36175,5573.32398,915885.9592,188099.6843,1103985.644,,2669.146402
420.00,1959,hest,657.66,33.75,567.33,605.27,432,216,162,0.7,0.3,460.3605309,197.30,94.75732893,56.34304488,45.40840642,43622.53426,8958.959181,1472260.531,302364.8724,1774625.404,,3128.030253
423.00,1959,hest,405.38,33.75,711.45,777.75,432,216,162,0.7,0.3,283.7665248,121.61,94.75732893,56.34304488,45.40840642,26888.95793,5522.308152,907502.3302,186377.9001,1093880.23,,1537.536342
425.00,1959,hest,481.79,33.75,905.84,1004.97,432,216,162,0.7,0.3,337.251896,144.54,94.75732893,56.34304488,45.40840642,31957.08884,6563.173354,1078551.748,221507.1007,1300058.849,,1435.196998
426.00,1959,hest,243.08,33.75,630.32,678.82,432,216,162,0.7,0.3,170.1558654,72.92,94.75732893,56.34304488,45.40840642,16123.51531,3311.36001,544168.6416,111758.4003,655927.0419,,1040.625463
427.00,1959,hest,275.02,33.75,1162.40,1209.82,432,216,162,0.7,0.3,192.5164094,82.51,94.75732893,56.34304488,45.40840642,18242.34073,3746.512869,615678.9996,126444.8093,742123.8089,,638.4409918
428.00,1959,hest,349.13,33.75,2925.19,2948.35,432,216,162,0.7,0.3,244.393352,104.74,94.75732893,56.34304488,45.40840642,23158.06125,4756.076852,781584.5671,160517.5938,942102.1608,,322.0652883
429.00,1959,hest,164.27,33.75,1277.20,1295.29,432,216,162,0.7,0.3,114.990194,49.28,94.75732893,56.34304488,45.40840642,10896.16364,2237.794913,367745.5228,75525.57833,443271.1011,,347.0647519
430.00,1959,hest,210.36,49.65,2109.51,2130.00,432,216,162,0.7,0.3,147.2502864,63.11,94.75732893,56.34304488,45.40840642,13953.04383,2865.600365,692768.626,142277.0581,835045.6842,,395.8481753
432.00,1959,hest,187.59,56.40,3042.83,3063.83,432,216,162,0.7,0.3,131.3146415,56.28,94.75732893,56.34304488,45.40840642,12443.02468,2555.480833,701786.5917,144129.119,845915.7107,,278.0029481
434.00,1959,hest,127.57,56.40,1906.91,1920.91,432,216,162,0.7,0.3,89.29910197,38.27,94.75732893,56.34304488,45.40840642,8461.744379,1737.827107,477242.383,98013.44882,575255.8318,,301.6691044
436.00,1959,hest,271.79,56.40,1066.95,1097.65,432,216,162,0.7,0.3,190.2563795,81.54,94.75732893,56.34304488,45.40840642,18028.18634,3702.531002,1016789.709,208822.7485,1225612.458,,1148.706554
437.00,1959,hest,561.23,56.40,1764.56,1820.62,432,216,162,0.7,0.3,392.8603627,168.37,94.75732893,56.34304488,45.40840642,37226.39862,7645.35558,2099568.882,431198.0547,2530766.937,,1434.219826
438.00,1959,hest,265.88,56.40,892.71,920.81,432,216,162,0.7,0.3,186.1141006,79.76,94.75732893,56.34304488,45.40840642,17635.67505,3621.919166,994652.0728,204276.241,1198928.314,,1343.021041
439.00,1959,hest,190.07,56.40,1231.51,1257.21,432,216,162,0.7,0.3,133.0455817,57.02,94.75732893,56.34304488,45.40840642,12607.04395,2589.16622,711037.2786,146028.9748,857066.2534,,695.9474575
441.00,1959,hest,223.52,56.40,977.23,1007.43,432,216,162,0.7,0.3,156.4616679,67.06,94.75732893,56.34304488,45.40840642,14825.88973,3044.860716,836180.1806,171730.1444,1007910.325,,1031.395193
501.00,1959,hest,406.43,39.00,413.89,447.03,432,216,162,0.7,0.3,284.5018885,121.93,94.75732893,56.34304488,45.40840642,26958.63903,5536.618879,1051386.922,215928.1363,1267315.059,,3061.961049
502.00,1959,hest,718.81,34.13,559.75,630.88,432,216,162,0.7,0.3,503.1673813,215.64,94.75732893,56.34304488,45.40840642,47678.79706,9792.012407,1627038.95,334152.4234,1961191.373,,3503.6916
511.00,1959,hest,267.45,52.90,1317.50,1347.00,432,216,162,0.7,0.3,187.2144479,80.23,94.75732893,56.34304488,45.40840642,17739.94102,3643.332745,938442.88,192732.3022,1131175.182,,858.5769884
512.00,1959,hest,335.82,52.90,2133.37,2174.17,432,216,162,0.7,0.3,235.0742037,100.75,94.75732893,56.34304488,45.40840642,22275.00364,4574.719277,1178347.693,242002.6498,1420350.342,,665.77778
513.00,1959,hest,183.96,52.90,1954.55,1978.85,432,216,162,0.7,0.3,128.7710727,55.19,94.75732893,56.34304488,45.40840642,12202.00289,2505.981088,645485.953,132566.3995,778052.3526,,398.0723709
514.00,1959,hest,213.35,52.90,1848.30,1871.00,432,216,162,0.7,0.3,149.3476089,64.01,94.75732893,56.34304488,45.40840642,14151.7805,2906.415825,748629.1886,153749.3971,902378.5857,,488.2208439
515.00,1959,hest,259.02,52.90,1239.69,1272.23,432,216,162,0.7,0.3,181.3148492,77.71,94.75732893,56.34304488,45.40840642,17180.91081,3528.522156,908870.1818,186658.8221,1095529.004,,883.7120602
516.00,1959,hest,614.78,52.90,1050.36,1096.57,432,216,162,0.7,0.3,430.3442702,184.43,94.75732893,56.34304488,45.40840642,40778.27357,8374.820368,2157170.672,443027.9975,2600198.669,,2475.530932
517.00,1959,hest,113.23,52.90,856.34,892.22,432,216,162,0.7,0.3,79.26415105,33.97,94.75732893,56.34304488,45.40840642,7510.859233,1542.53948,397324.4535,81600.33847,478924.7919,,559.2694396
519.00,1959,hest,267.10,52.90,666.75,702.25,432,216,162,0.7,0.3,186.9701814,80.13,94.75732893,56.34304488,45.40840642,17716.79498,3638.579137,937218.4545,192480.8364,1129699.291,,1694.337144
520.00,1959,hest,416.33,52.90,1174.17,1222.30,432,216,162,0.7,0.3,291.4299848,124.90,94.75732893,56.34304488,45.40840642,27615.12693,5671.444798,1460840.215,300019.4298,1760859.645,,1499.663289
521.00,1959,hest,273.60,52.90,585.42,616.62,432,216,162,0.7,0.3,191.5215238,82.08,94.75732893,56.34304488,45.40840642,18148.06803,3727.151654,960032.7989,197166.3225,1157199.121,,1976.698988
522.00,1959,hest,528.33,52.90,1083.44,1152.54,432,216,162,0.7,0.3,369.828086,158.50,94.75732893,56.34304488,45.40840642,35043.92159,7197.130301,1853823.452,380728.1929,2234551.645,,2062.459984
528.00,1959,hest,672.35,34.25,373.62,486.52,432,216,162,0.7,0.3,470.6483072,201.71,94.75732893,56.34304488,45.40840642,44597.37645,9159.166977,1527460.143,313701.469,1841161.612,,4927.898968
529.00,1959,hest,393.67,34.25,172.10,231.51,432,216,162,0.7,0.3,275.5665325,118.10,94.75732893,56.34304488,45.40840642,26111.94857,5362.730188,894334.2384,183673.5089,1078007.747,,6263.845132
532.00,1959,hest,160.27,34.25,179.16,194.74,432,216,162,0.7,0.3,112.1902267,48.08,94.75732893,56.34304488,45.40840642,10630.84621,2183.305461,364106.4828,74778.21205,438884.6948,,2449.680145
533.00,1959,hest,340.68,34.25,245.36,273.16,432,216,162,0.7,0.3,238.4765385,102.20,94.75732893,56.34304488,45.40840642,22597.3998,4640.931249,773960.9431,158951.8953,932912.8383,,3802.220567
534.00,1959,hest,789.80,34.25,582.39,659.57,432,216,162,0.7,0.3,552.863434,236.94,94.75732893,56.34304488,45.40840642,52387.86227,10759.13465,1794284.283,368500.3616,2162784.644,,3713.636299
536.00,1959,hest,327.62,33.75,635.76,661.35,432,216,162,0.7,0.3,229.3333606,98.29,94.75732893,56.34304488,45.40840642,21731.01669,4462.998191,733421.8132,150626.1889,884048.0021,,1390.537313
538.00,1959,hest,422.34,33.75,886.56,928.23,432,216,162,0.7,0.3,295.6406432,126.70,94.75732893,56.34304488,45.40840642,28014.11767,5753.387348,945476.4713,194176.823,1139653.294,,1285.477908
540.00,1959,hest,278.39,43.75,1049.82,1071.12,432,216,162,0.7,0.3,194.8748214,83.52,94.75732893,56.34304488,45.40840642,18465.81755,3792.409326,807879.518,165917.908,973797.426,,927.5851346
541.00,1959,hest,174.11,52.90,429.58,444.58,432,216,162,0.7,0.3,121.8735216,52.23,94.75732893,56.34304488,45.40840642,11548.40938,2371.749601,610910.856,125465.5539,736376.4099,,1714.177592
542.00,1959,hest,410.77,52.90,819.44,855.65,432,216,162,0.7,0.3,287.538376,123.23,94.75732893,56.34304488,45.40840642,27246.36847,5595.711188,1441332.892,296013.1219,1737346.014,,2120.162567
543.00,1959,hest,326.60,52.90,390.64,421.04,432,216,162,0.7,0.3,228.6174044,97.98,94.75732893,56.34304488,45.40840642,21663.17459,4449.06515,1145981.936,235355.5464,1381337.482,,3536.088169
544.00,1959,hest,289.95,52.90,853.96,882.26,432,216,162,0.7,0.3,202.9678223,86.99,94.75732893,56.34304488,45.40840642,19232.6887,3949.905156,1017409.232,208949.9828,1226359.215,,1436.08508
545.00,1959,hest,324.25,52.90,1293.26,1313.76,432,216,162,0.7,0.3,226.9779008,97.28,94.75732893,56.34304488,45.40840642,21507.81961,4417.159188,1137763.657,233667.721,1371431.378,,1060.445215
602.00,1959,hest,141.93,28.00,119.92,134.65,432,216,162,0.7,0.3,99.35113496,42.58,94.75732893,56.34304488,45.40840642,9414.248175,1933.447164,263598.9489,54136.52058,317735.4695,,2649.561954
604.00,1959,hest,283.10,36.75,718.35,756.52,432,216,162,0.7,0.3,198.1715376,84.93,94.75732893,56.34304488,45.40840642,18778.20557,3856.56588,690099.0548,141728.7961,831827.8509,,1157.970141
605.00,1959,hest,700.88,36.63,1352.75,1428.52,432,216,162,0.7,0.3,490.6189344,210.27,94.75732893,56.34304488,45.40840642,46489.73975,9547.810274,1702686.718,349688.5513,2052375.27,,1517.187411
612.00,1959,hest,120.55,35.75,111.50,133.70,432,216,162,0.7,0.3,84.38449147,36.16,94.75732893,56.34304488,45.40840642,7996.049015,1642.185122,285858.7523,58708.11811,344566.8704,,3090.285833
615.00,1959,hest,93.16,39.25,663.79,670.69,432,216,162,0.7,0.3,65.21218717,27.95,94.75732893,56.34304488,45.40840642,6179.33267,1269.077785,242538.8073,49811.30307,292350.1104,,440.425602
616.00,1959,hest,145.38,64.40,761.30,775.60,432,216,162,0.7,0.3,101.7680026,43.61,94.75732893,56.34304488,45.40840642,9643.264095,1980.481209,621026.2077,127542.9899,748569.1976,,983.2775484
617.00,1959,hest,174.25,55.25,495.24,516.32,432,216,162,0.7,0.3,121.9739907,52.27,94.75732893,56.34304488,45.40840642,11557.92956,2373.704805,638575.6082,131147.1905,769722.7987,,1554.241981
618.00,1959,hest,148.18,64.40,695.15,714.75,432,216,162,0.7,0.3,103.7230183,44.45,94.75732893,56.34304488,45.40840642,9828.516166,2018.527274,632956.4411,129993.1564,762949.5975,,1097.532328
619.00,1959,hest,301.73,64.40,1056.21,1088.16,432,216,162,0.7,0.3,211.2080204,90.52,94.75732893,56.34304488,45.40840642,20013.50786,4110.265556,1288869.906,264701.1018,1553571.008,,1470.89216
620.00,1959,hest,163.63,64.40,1672.39,1688.99,432,216,162,0.7,0.3,114.5375,49.09,94.75732893,56.34304488,45.40840642,10853.26756,2228.98515,698950.431,143546.6437,842497.0747,,503.7683045
621.00,1959,hest,363.46,39.25,779.61,812.61,432,216,162,0.7,0.3,254.4232031,109.04,94.75732893,56.34304488,45.40840642,24108.46315,4951.265233,946257.1785,194337.1604,1140594.339,,1463.03195
622.00,1959,hest,143.84,39.25,332.05,341.35,432,216,162,0.7,0.3,100.6900338,43.15,94.75732893,56.34304488,45.40840642,9541.118651,1959.503133,374488.9071,76910.49797,451399.405,,1359.432028
623.00,1959,hest,467.73,35.75,409.50,461.18,432,216,162,0.7,0.3,327.4095259,140.32,94.75732893,56.34304488,45.40840642,31024.45214,6371.633493,1109124.164,227785.8974,1336910.061,,3264.737634
624.00,1959,hest,464.62,35.75,369.09,421.86,432,216,162,0.7,0.3,325.2323411,139.39,94.75732893,56.34304488,45.40840642,30818.14793,6329.263855,1101748.788,226271.1828,1328019.971,,3598.092528
625.00,1959,hest,76.13,35.75,103.57,112.56,432,216,162,0.7,0.3,53.29013554,22.84,94.75732893,56.34304488,45.40840642,5049.630902,1037.065771,180524.3048,37075.10132,217599.4061,,2100.988762
626.00,1959,hest,406.01,31.75,243.58,284.00,432,216,162,0.7,0.3,284.2050309,121.80,94.75732893,56.34304488,45.40840642,26930.5096,5530.841807,855043.6797,175604.2274,1030647.907,,4231.250132
627.00,1959,hest,150.18,31.75,94.22,111.04,432,216,162,0.7,0.3,105.1240195,45.05,94.75732893,56.34304488,45.40840642,9961.271295,2045.791801,316270.3636,64953.88969,381224.2533,,4046.10755
628.00,1959,hest,111.14,31.75,143.13,156.85,432,216,162,0.7,0.3,77.79900281,33.34,94.75732893,56.34304488,45.40840642,7372.0257,1514.026602,234061.816,48070.34463,282132.1606,,1971.160208
631.00,1959,hest,377.47,39.25,526.59,538.19,432,216,162,0.7,0.3,264.2266667,113.24,94.75732893,56.34304488,45.40840642,25037.41317,5142.047943,982718.4668,201825.3818,1184543.849,,2249.461343
632.00,1959,hest,108.27,39.25,419.80,429.60,432,216,162,0.7,0.3,75.79043525,32.48,94.75732893,56.34304488,45.40840642,7181.699203,1474.93838,281881.6937,57891.33142,339773.0251,,809.3688069
633.00,1959,hest,206.10,64.40,2260.74,2278.94,432,216,162,0.7,0.3,144.2727701,61.83,94.75732893,56.34304488,45.40840642,13670.90233,2807.655677,880406.1102,180813.0256,1061219.136,,469.4122879
701.00,1959,hest,97.62,24.25,45.98,67.46,432,216,162,0.7,0.3,68.33705543,29.29,94.75732893,56.34304488,45.40840642,6475.436839,1329.890051,157029.3434,32249.83375,189279.1771,,4116.554526
702.00,1959,hest,116.78,24.25,63.84,83.78,432,216,162,0.7,0.3,81.74302343,35.03,94.75732893,56.34304488,45.40840642,7745.750559,1590.780184,187834.4511,38576.41947,226410.8705,,3546.536192
704.00,1959,hest,199.68,24.25,61.59,104.80,432,216,162,0.7,0.3,139.7750782,59.90,94.75732893,56.34304488,45.40840642,13244.71306,2720.12724,321184.2918,65963.08556,387147.3773,,6285.880457
709.00,1959,hest,656.82,24.25,418.12,496.60,432,216,162,0.7,0.3,459.776299,197.05,94.75732893,56.34304488,45.40840642,43567.174,8947.589593,1056503.97,216979.0476,1273483.017,,3045.735715
710.00,1959,hest,755.05,24.25,310.06,417.50,432,216,162,0.7,0.3,528.5379743,226.52,94.75732893,56.34304488,45.40840642,50082.84668,10285.74306,1214509.032,249429.2693,1463938.301,,4721.467785
711.00,1959,hest,59.45,24.25,52.12,55.96,432,216,162,0.7,0.3,41.61662791,17.84,94.75732893,56.34304488,45.40840642,3943.4805,809.8906089,95629.40212,19639.84726,115269.2494,,2211.612613
713.00,1959,hest,230.02,24.25,140.34,173.90,432,216,162,0.7,0.3,161.016786,69.01,94.75732893,56.34304488,45.40840642,15257.52055,3133.506711,369994.8734,75987.53773,445982.4111,,3177.870964
714.00,1959,hest,179.08,24.25,134.14,148.51,432,216,162,0.7,0.3,125.3591912,53.73,94.75732893,56.34304488,45.40840642,11878.70211,2439.583329,288058.5262,59159.89574,347218.422,,2588.477874
716.00,1959,hest,445.96,24.25,125.10,224.00,432,216,162,0.7,0.3,312.1729704,133.79,94.75732893,56.34304488,45.40840642,29580.67684,6075.118763,717331.4134,147321.63,864653.0434,,6911.694991
722.00,1959,hest,65.85,24.25,46.68,59.23,432,216,162,0.7,0.3,46.09462766,19.75,94.75732893,56.34304488,45.40840642,4367.803795,897.0358229,105919.242,21753.1187,127672.3607,,2735.054857
723.00,1959,hest,24.33,24.25,34.80,37.54,432,216,162,0.7,0.3,17.03291271,7.30,94.75732893,56.34304488,45.40840642,1613.993312,331.4731812,39139.33781,8038.224643,47177.56246,,1355.677082
728.00,1959,hest,263.34,24.25,249.26,271.66,432,216,162,0.7,0.3,184.3371331,79.00,94.75732893,56.34304488,45.40840642,17467.29435,3587.338053,423581.888,86992.94778,510574.8358,,2048.362496
805.00,1959,hest,138.83,26.25,150.12,157.53,432,216,162,0.7,0.3,97.17838255,41.65,94.75732893,56.34304488,45.40840642,9208.36396,1891.163782,241719.554,49643.04927,291362.6032,,1940.864663
806.00,1959,hest,619.24,26.25,678.34,722.00,432,216,162,0.7,0.3,433.4695098,185.77,94.75732893,56.34304488,45.40840642,41074.41292,8435.63986,1078203.339,221435.5463,1299638.886,,1915.910731
807.00,1959,hest,255.06,26.25,831.77,851.07,432,216,162,0.7,0.3,178.545,76.52,94.75732893,56.34304488,45.40840642,16918.44729,3474.618825,444109.2415,91208.74416,535317.9856,,643.5889556
811.00,1959,hest,140.27,26.25,197.76,204.66,432,216,162,0.7,0.3,98.18783333,42.08,94.75732893,56.34304488,45.40840642,9304.01682,1910.808447,244230.4415,50158.72172,294389.1633,,1488.618342
814.00,1959,hest,181.29,26.25,271.05,280.53,432,216,162,0.7,0.3,126.9045356,54.39,94.75732893,56.34304488,45.40840642,12025.13482,2469.656884,315659.789,64828.49319,380488.2822,,1403.756806
815.00,1959,hest,144.46,26.25,286.75,290.75,432,216,162,0.7,0.3,101.1250962,43.34,94.75732893,56.34304488,45.40840642,9582.344,1967.969771,251536.53,51659.20649,303195.7365,,1057.352176
817.00,1959,hest,234.41,26.25,986.57,998.27,432,216,162,0.7,0.3,164.0840981,70.32,94.75732893,56.34304488,45.40840642,15548.17086,3193.198892,408139.485,83821.47091,491960.9559,,498.6579319
819.00,1959,hest,310.08,26.25,361.62,390.21,432,216,162,0.7,0.3,217.0545495,93.02,94.75732893,56.34304488,45.40840642,20567.50935,4224.043372,539897.1204,110881.1385,650778.2589,,1799.6191
821.00,1959,hest,186.54,26.25,237.43,261.30,432,216,162,0.7,0.3,130.5771788,55.96,94.75732893,56.34304488,45.40840642,12373.14468,2541.129258,324795.0478,66704.64303,391499.6909,,1648.905744
822.00,1959,hest,260.81,26.25,261.44,286.44,432,216,162,0.7,0.3,182.5653989,78.24,94.75732893,56.34304488,45.40840642,17299.40956,3552.858786,454109.5009,93262.54313,547372.044,,2093.681319
826.00,1959,hest,198.49,46.40,1900.86,1914.48,432,216,162,0.7,0.3,138.9397901,59.55,94.75732893,56.34304488,45.40840642,13165.5634,2703.871911,610882.1416,125459.6567,736341.7983,,387.3729776
827.00,1959,hest,169.24,46.40,737.59,749.69,432,216,162,0.7,0.3,118.4655609,50.77,94.75732893,56.34304488,45.40840642,11225.48012,2305.428143,520862.2775,106971.8659,627834.1433,,851.1966585
828.00,1959,hest,200.51,46.40,657.48,670.28,432,216,162,0.7,0.3,140.3554871,60.15,94.75732893,56.34304488,45.40840642,13299.71106,2731.422429,617106.593,126738.0007,743844.5937,,1131.35699
829.00,1959,hest,168.26,37.25,617.65,627.14,432,216,162,0.7,0.3,117.7815135,50.48,94.75732893,56.34304488,45.40840642,11160.66162,2292.116073,415734.6454,85381.32371,501115.9691,,811.3267532
830.00,1959,hest,87.26,37.25,784.41,788.71,432,216,162,0.7,0.3,61.07879717,26.18,94.75732893,56.34304488,45.40840642,5787.663674,1188.638934,215590.4719,44276.80029,259867.2722,,331.2901061
831.00,1959,hest,107.02,26.25,1126.02,1132.62,432,216,162,0.7,0.3,74.91675,32.11,94.75732893,56.34304488,45.40840642,7098.911122,1457.935814,186346.417,38270.81511,224617.2321,,199.478901
833.00,1959,hest,71.79,46.40,920.74,931.54,432,216,162,0.7,0.3,50.25485005,21.54,94.75732893,56.34304488,45.40840642,4762.015356,977.9968524,220957.5125,45379.05395,266336.5665,,289.2635994
834.00,1959,hest,174.17,46.40,2912.57,2929.17,432,216,162,0.7,0.3,121.9221218,52.25,94.75732893,56.34304488,45.40840642,11553.0146,2372.695397,536059.8774,110093.0664,646152.9438,,221.849756
901.00,1959,hest,1.48,19.25,171.43,175.25,432,216,162,0.7,0.3,1.038138452,0.44,94.75732893,56.34304488,45.40840642,98.37122674,20.20294832,1893.646115,388.9067551,2282.55287,,13.31478078
904.00,1959,hest,242.42,19.25,254.04,273.53,432,216,162,0.7,0.3,169.6945672,72.73,94.75732893,56.34304488,45.40840642,16079.80392,3302.382803,309536.2255,63570.86896,373107.0944,,1468.694278
906.00,1959,hest,338.46,19.25,235.13,253.79,432,216,162,0.7,0.3,236.9237935,101.54,94.75732893,56.34304488,45.40840642,22450.26583,4610.713675,432167.6173,88756.23824,520923.8555,,2215.471678
911.00,1959,hest,116.97,23.25,308.84,314.64,432,216,162,0.7,0.3,81.8805819,35.09,94.75732893,56.34304488,45.40840642,7758.785233,1593.457175,180391.7567,37047.87931,217439.636,,704.0527003
912.00,1959,hest,90.28,23.25,318.60,321.70,432,216,162,0.7,0.3,63.19782609,27.08,94.75732893,56.34304488,45.40840642,5988.457194,1229.876817,139231.6298,28594.63599,167826.2658,,526.7616628
914.00,1959,hest,197.42,19.25,198.56,204.47,432,216,162,0.7,0.3,138.1926224,59.23,94.75732893,56.34304488,45.40840642,13094.76378,2689.33147,252074.2027,51769.6308,303843.8335,,1530.236873
919.00,1959,hest,139.04,23.25,601.90,608.80,432,216,162,0.7,0.3,97.32914796,41.71,94.75732893,56.34304488,45.40840642,9222.650088,1894.097789,214426.6146,44037.77359,258464.3882,,429.4141687
926.00,1959,hest,88.94,19.25,167.62,174.46,432,216,162,0.7,0.3,62.25956952,26.68,94.75732893,56.34304488,45.40840642,5899.550508,1211.617644,113566.3473,23323.63965,136889.9869,,816.6685774
928.00,1959,hest,151.72,23.25,621.70,632.70,432,216,162,0.7,0.3,106.2027414,45.52,94.75732893,56.34304488,45.40840642,10063.4881,2066.784533,233976.0983,48052.7404,282028.8387,,453.6413684
929.00,1959,hest,132.94,25.92,1079.87,1088.77,432,216,162,0.7,0.3,93.06120347,39.88,94.75732893,56.34304488,45.40840642,8818.231068,1811.040407,228539.1552,46936.13054,275475.2857,,255.1004155
935.00,1959,hest,135.51,27.25,242.48,246.18,432,216,162,0.7,0.3,94.85973394,40.65,94.75732893,56.34304488,45.40840642,8988.655011,1846.041151,244940.849,50304.62136,295245.4704,,1217.607516
937.00,1959,hest,118.97,27.25,519.52,529.42,432,216,162,0.7,0.3,83.28172794,35.69,94.75732893,56.34304488,45.40840642,7891.554089,1620.724521,215044.8489,44164.74321,259209.5921,,498.9405454
938.00,1959,hest,118.38,27.25,1178.77,1186.27,432,216,162,0.7,0.3,82.86714286,35.51,94.75732893,56.34304488,45.40840642,7852.269113,1612.656387,213974.3333,43944.88653,257919.2199,,218.8036851
940.00,1959,hest,139.03,36.40,1160.72,1169.82,432,216,162,0.7,0.3,97.32298507,41.71,94.75732893,56.34304488,45.40840642,9222.066109,1893.977855,335683.2064,68940.79391,404624.0003,,348.5974225
941.00,1959,hest,45.57,36.40,1303.51,1305.41,432,216,162,0.7,0.3,31.89734748,13.67,94.75732893,56.34304488,45.40840642,3022.507447,620.7461649,110019.2711,22595.1604,132614.4315,,101.7364128
1001.00,1959,hest,130.30,29.15,251.81,260.07,432,216,162,0.7,0.3,91.21204439,39.09,94.75732893,56.34304488,45.40840642,8643.009693,1775.054393,251943.7326,51742.83554,303686.5681,,1206.014726
1002.00,1959,hest,203.90,33.03,196.73,208.41,432,216,162,0.7,0.3,142.7304686,61.17,94.75732893,56.34304488,45.40840642,13524.75796,2777.64134,446767.838,91754.75228,538522.5903,,2737.368934
1003.00,1959,hest,245.91,29.15,219.00,250.88,432,216,162,0.7,0.3,172.1355873,73.77,94.75732893,56.34304488,45.40840642,16311.10847,3349.886875,475468.8119,97649.20241,573118.0143,,2616.977234
1004.00,1959,hest,123.93,28.65,467.01,479.90,432,216,162,0.7,0.3,86.75368203,37.18,94.75732893,56.34304488,45.40840642,8220.547184,1688.291337,235518.6768,48369.5468,283888.2236,,607.8846783
