knr2017,AAR,ART,prod,nytidutm,utmar,totareal,,VEKTCH,ANDAD,METOFF,,METBEITEANTALL,METBEITEOFF,TOTBAR
1832,1999,storf,739,28,1439.4,1461.3,,304,1,72.80399107,,53802.1494,1506460.183,1046.588984
1833,1999,storf,643,28,4266.15,4294.54,,304,1,72.80399107,,46812.96626,1310763.055,307.2472968
1834,1999,storf,204,28,248.77,255.57,,304,1,72.80399107,,14852.01418,415856.397,1671.650106
1835,1999,storf,2,28,14.84,15.04,,304,1,72.80399107,,145.6079821,4077.0235,274.7320418
1836,1999,storf,391,28,677.18,685.58,,304,1,72.80399107,,28466.36051,797058.0942,1177.02545
1837,1999,storf,488,28,802.78,819.98,,304,1,72.80399107,,35528.34764,994793.7339,1239.185996
1838,1999,storf,113,28,615.85,626.85,,304,1,72.80399107,,8226.850991,230351.8277,374.0388532
1839,1999,storf,122,28,1181.57,1193.67,,304,1,72.80399107,,8882.08691,248698.4335,210.4813371
1840,1999,storf,94,28,2083.3,2092.94,,304,1,72.80399107,,6843.57516,191620.1045,91.97912182
1841,1999,storf,203,28,1099.28,1115.18,,304,1,72.80399107,,14779.21019,413817.8852,376.4444775
1845,1999,storf,68,28,1508.95,1512.55,,304,1,72.80399107,,4950.671393,138618.799,91.86440836
1848,1999,storf,456,28,946.32,975.82,,304,1,72.80399107,,33198.61993,929561.3579,982.290724
1849,1999,storf,111,28,928.86,935.46,,304,1,72.80399107,,8081.243008,226274.8042,243.6048535
1850,1999,storf,0,28,1363.09,1365.19,,304,1,72.80399107,,0,0,0
1851,1999,storf,92,28,509.8,514.12,,304,1,72.80399107,,6697.967178,187543.081,367.8757964
1852,1999,storf,54,28,308.02,312.02,,304,1,72.80399107,,3931.415518,110079.6345,357.3782043
1853,1999,storf,102,28,235.14,242,,304,1,72.80399107,,7426.007089,207928.1985,884.2740431
1854,1999,storf,169,28,839.66,848.53,,304,1,72.80399107,,12303.87449,344508.4857,410.2952216
1856,1999,storf,0,28,9.58,10.78,,304,1,72.80399107,,0,0,0
1857,1999,storf,0,28,17.58,17.68,,304,1,72.80399107,,0,0,0
1859,1999,storf,31,28,166.56,170.76,,304,1,72.80399107,,2256.923723,63193.86425,379.4060053
1860,1999,storf,201,28,369.58,404.34,,304,1,72.80399107,,14633.6022,409740.8617,1108.66622
1865,1999,storf,166,28,449.58,459.9,,304,1,72.80399107,,12085.46252,338392.9505,752.6868421
1866,1999,storf,358,28,533.7,552.3,,304,1,72.80399107,,26063.8288,729787.2065,1367.410917
1867,1999,storf,29,28,226.28,237.28,,304,1,72.80399107,,2111.315741,59116.84075,261.2552623
1868,1999,storf,62,28,302.55,307.9,,304,1,72.80399107,,4513.847446,126387.7285,417.7416245
1870,1999,storf,360,28,673.43,691.5,,304,1,72.80399107,,26209.43678,733864.23,1089.740923
1871,1999,storf,208,28,608.4,625.41,,304,1,72.80399107,,15143.23014,424010.444,696.927094
1874,1999,storf,0,28,111.82,111.92,,304,1,72.80399107,,0,0,0
1902,1999,storf,372,28,2497.07,2519.83,,304,1,72.80399107,,27083.08468,758326.371,303.6864689
1903,1999,storf,375,28,401.57,423.94,,304,1,72.80399107,,27301.49665,764441.9062,1903.633006
1911,1999,storf,162,28,496.7,511,,304,1,72.80399107,,11794.24655,330238.9035,664.865922
1913,1999,storf,101,28,455.28,465.38,,304,1,72.80399107,,7353.203098,205889.6867,452.2265128
1917,1999,storf,109,28,230.14,236.14,,304,1,72.80399107,,7935.635026,222197.7807,965.4896182
1919,1999,storf,64,28,303.55,306.75,,304,1,72.80399107,,4659.455428,130464.752,429.7965804
1920,1999,storf,35,28,295.82,299.22,,304,1,72.80399107,,2548.139687,71347.91125,241.1869084
1922,1999,storf,464,28,2530.05,2543.29,,304,1,72.80399107,,33781.05186,945869.4519,373.854055
1923,1999,storf,126,28,430.08,438.88,,304,1,72.80399107,,9173.302874,256852.4805,597.2202392
1924,1999,storf,643,28,3186.18,3216.48,,304,1,72.80399107,,46812.96626,1310763.055,411.3901459
1925,1999,storf,67,28,339.81,345.38,,304,1,72.80399107,,4877.867402,136580.2872,401.9313359
1926,1999,storf,52,28,272.76,279.16,,304,1,72.80399107,,3785.807536,106002.611,388.6296048
1927,1999,storf,167,28,494.83,500.53,,304,1,72.80399107,,12158.26651,340431.4622,687.9766025
1928,1999,storf,7,28,238.05,238.65,,304,1,72.80399107,,509.6279375,14269.58225,59.94363474
1929,1999,storf,15,28,270.75,270.95,,304,1,72.80399107,,1092.059866,30577.67625,112.9369391
1931,1999,storf,244,28,841.11,856.89,,304,1,72.80399107,,17764.17382,497396.867,591.3576904
1933,1999,storf,677,28,1392.92,1442.09,,304,1,72.80399107,,49288.30195,1380072.455,990.7765375
1936,1999,storf,0,28,1000.03,1003.63,,304,1,72.80399107,,0,0,0
1938,1999,storf,169,28,782.92,796.8,,304,1,72.80399107,,12303.87449,344508.4857,440.0302531
1939,1999,storf,110,28,1478,1484.2,,304,1,72.80399107,,8008.439017,224236.2925,151.7160301
1940,1999,storf,66,28,953.7,965.6,,304,1,72.80399107,,4805.06341,134541.7755,141.0734775
1941,1999,storf,0,28,464.51,465.3,,304,1,72.80399107,,0,0,0
1942,1999,storf,338,28,3336.36,3354,,304,1,72.80399107,,24607.74898,689016.9715,206.5175735
1943,1999,storf,70,28,2046.2,2051,,304,1,72.80399107,,5096.279375,142695.8225,69.73698685
2002,1999,storf,0,28,582.85,584.2,,304,1,72.80399107,,0,0,0
2003,1999,storf,79,28,1228.12,1236.5,,304,1,72.80399107,,5751.515294,161042.4282,131.1292286
2004,1999,storf,0,28,818.85,820.4,,304,1,72.80399107,,0,0,0
2011,1999,storf,15,28,8991.71,8995.3,,304,1,72.80399107,,1092.059866,30577.67625,3.400651961
2012,1999,storf,187,28,3609.01,3639.8,,304,1,72.80399107,,13614.34633,381201.6972,105.6250044
2014,1999,storf,0,28,672.43,673.1,,304,1,72.80399107,,0,0,0
2015,1999,storf,0,28,539.3,539.4,,304,1,72.80399107,,0,0,0
2017,1999,storf,76,28,1741.9,1743.9,,304,1,72.80399107,,5533.103321,154926.893,88.94132441
2018,1999,storf,0,28,1073.2,1073.4,,304,1,72.80399107,,0,0,0
2019,1999,storf,0,28,893,893.2,,304,1,72.80399107,,0,0,0
2020,1999,storf,28,28,4637.36,4645.9,,304,1,72.80399107,,2038.51175,57078.329,12.30836704
2021,1999,storf,49,28,5206.43,5217,,304,1,72.80399107,,3567.395562,99887.07574,19.18532963
2022,1999,storf,8,28,3246.1,3247.9,,304,1,72.80399107,,582.4319285,16308.094,5.023903761
2023,1999,storf,0,28,1355.93,1356.6,,304,1,72.80399107,,0,0,0
2024,1999,storf,0,28,1082.4,1082.5,,304,1,72.80399107,,0,0,0
2025,1999,storf,159,28,3827.2,3853.4,,304,1,72.80399107,,11575.83458,324123.3682,84.68942523
2027,1999,storf,92,28,1372.9,1375.6,,304,1,72.80399107,,6697.967178,187543.081,136.6035989
2028,1999,storf,0,28,1415.33,1415.5,,304,1,72.80399107,,0,0,0
2030,1999,storf,109,28,3476.36,3485.1,,304,1,72.80399107,,7935.635026,222197.7807,63.91679249
101,2009,storf,84,35,535.04,596.72,,304,1,72.80399107,,6115.53525,214043.7337,400.0518349
104,2009,storf,14,35,50.12,57.78,,304,1,72.80399107,,1019.255875,35673.95562,711.7708624
105,2009,storf,374,35,288.05,370.26,,304,1,72.80399107,,27228.69266,953004.2431,3308.468124
106,2009,storf,74,35,210.44,281.97,,304,1,72.80399107,,5387.495339,188562.3369,896.0384759
111,2009,storf,33,35,83.92,87.74,,304,1,72.80399107,,2402.531705,84088.60968,1002.009172
118,2009,storf,0,35,264.42,284.92,,304,1,72.80399107,,0,0,0
119,2009,storf,29,35,326.62,367.65,,304,1,72.80399107,,2111.315741,73896.05093,226.2447215
121,2009,storf,0,35,156.3,159.4,,304,1,72.80399107,,0,0,0
122,2009,storf,159,35,121.27,187.7,,304,1,72.80399107,,11575.83458,405154.2103,3340.926942
123,2009,storf,75,35,96.12,134.01,,304,1,72.80399107,,5460.29933,191110.4766,1988.24882
124,2009,storf,0,35,39.16,66.21,,304,1,72.80399107,,0,0,0
125,2009,storf,111,35,151.91,229.55,,304,1,72.80399107,,8081.243008,282843.5053,1861.914985
127,2009,storf,80,35,56.69,93.07,,304,1,72.80399107,,5824.319285,203851.175,3595.893014
128,2009,storf,59,35,306.31,419.78,,304,1,72.80399107,,4295.435473,150340.2416,490.8107524
135,2009,storf,40,35,69.64,104.69,,304,1,72.80399107,,2912.159643,101925.5875,1463.606943
136,2009,storf,43,35,42.12,69.17,,304,1,72.80399107,,3130.571616,109570.0066,2601.377174
137,2009,storf,5,35,203.09,238.79,,304,1,72.80399107,,364.0199553,12740.69844,62.73424805
138,2009,storf,16,35,109.54,139.54,,304,1,72.80399107,,1164.863857,40770.235,372.1949516
211,2009,storf,7,35,94.87,133.28,,304,1,72.80399107,,509.6279375,17836.97781,188.0149448
213,2009,storf,50,35,127.46,162.08,,304,1,72.80399107,,3640.199553,127406.9844,999.5840606
214,2009,storf,56,35,61.32,101,,304,1,72.80399107,,4077.0235,142695.8225,2327.068208
215,2009,storf,0,35,71.11,86.54,,304,1,72.80399107,,0,0,0
216,2009,storf,0,35,53.73,59.56,,304,1,72.80399107,,0,0,0
217,2009,storf,0,35,31.98,34.27,,304,1,72.80399107,,0,0,0
219,2009,storf,46,35,169,189.13,,304,1,72.80399107,,3348.983589,117214.4256,693.576483
220,2009,storf,177,35,84.84,96.97,,304,1,72.80399107,,12886.30642,451020.7247,5316.133011
221,2009,storf,139,35,796.95,896.74,,304,1,72.80399107,,10119.75476,354191.4165,444.4336741
226,2009,storf,102,35,124.53,198.91,,304,1,72.80399107,,7426.007089,259910.2481,2087.129592
227,2009,storf,80,35,110.56,137.77,,304,1,72.80399107,,5824.319285,203851.175,1843.805852
228,2009,storf,0,35,50.62,56.64,,304,1,72.80399107,,0,0,0
229,2009,storf,74,35,165.73,195.71,,304,1,72.80399107,,5387.495339,188562.3369,1137.768279
230,2009,storf,0,35,60.83,67.47,,304,1,72.80399107,,0,0,0
231,2009,storf,47,35,50.68,75.01,,304,1,72.80399107,,3421.78758,119762.5653,2363.11297
233,2009,storf,16,35,165.15,180.48,,304,1,72.80399107,,1164.863857,40770.235,246.8679079
234,2009,storf,111,35,55.95,81.95,,304,1,72.80399107,,8081.243008,282843.5053,5055.290533
235,2009,storf,47,35,161.13,249.93,,304,1,72.80399107,,3421.78758,119762.5653,743.266712
236,2009,storf,152,35,470.97,611.35,,304,1,72.80399107,,11066.20664,387317.2325,822.3819617
237,2009,storf,333,35,334.9,387.02,,304,1,72.80399107,,24243.72903,848530.5159,2533.683236
238,2009,storf,427,35,273.7,324.7,,304,1,72.80399107,,31087.30419,1088055.647,3975.358592
239,2009,storf,12,35,253.44,260.74,,304,1,72.80399107,,873.6478928,30577.67625,120.6505534
301,2009,storf,0,35,390.37,426.59,,304,1,72.80399107,,0,0,0
402,2009,storf,144,35,910.53,963.69,,304,1,72.80399107,,10483.77471,366932.115,402.9873974
403,2009,storf,132,35,289.58,338.2,,304,1,72.80399107,,9610.126821,336354.4387,1161.525101
412,2009,storf,2977,35,941.89,1124.8,,304,1,72.80399107,,216737.4814,7585811.849,8053.819288
415,2009,storf,104,35,314.76,362.51,,304,1,72.80399107,,7571.615071,265006.5275,841.9320355
417,2009,storf,370,35,539.87,640.73,,304,1,72.80399107,,26937.47669,942811.6843,1746.367985
418,2009,storf,174,35,447.68,473.48,,304,1,72.80399107,,12667.89445,443376.3056,990.3866726
419,2009,storf,93,35,413.61,478.01,,304,1,72.80399107,,6770.771169,236976.9909,572.9479242
420,2009,storf,122,35,567.33,605.27,,304,1,72.80399107,,8882.08691,310873.0419,547.9580524
423,2009,storf,371,35,711.45,777.75,,304,1,72.80399107,,27010.28069,945359.824,1328.779006
425,2009,storf,81,35,905.84,1004.97,,304,1,72.80399107,,5897.123276,206399.3147,227.8540522
426,2009,storf,34,35,630.32,678.82,,304,1,72.80399107,,2475.335696,86636.74937,137.4488345
427,2009,storf,226,35,1162.4,1209.82,,304,1,72.80399107,,16453.70198,575879.5693,495.4228917
428,2009,storf,153,35,2925.19,2948.35,,304,1,72.80399107,,11139.01063,389865.3722,133.2786493
429,2009,storf,301,35,1277.2,1295.29,,304,1,72.80399107,,21914.00131,766990.0459,600.524621
430,2009,storf,544,35,2109.51,2130,,304,1,72.80399107,,39605.37114,1386187.99,657.1137325
432,2009,storf,296,35,3042.83,3063.83,,304,1,72.80399107,,21549.98136,754249.3475,247.8775835
434,2009,storf,66,35,1906.91,1920.91,,304,1,72.80399107,,4805.06341,168177.2194,88.19357986
436,2009,storf,906,35,1066.95,1097.65,,304,1,72.80399107,,65960.41591,2308614.557,2163.7514
437,2009,storf,1613,35,1764.56,1820.62,,304,1,72.80399107,,117432.8376,4110149.316,2329.277166
438,2009,storf,776,35,892.71,920.81,,304,1,72.80399107,,56495.89707,1977356.397,2215.004198
439,2009,storf,358,35,1231.51,1257.21,,304,1,72.80399107,,26063.8288,912234.0081,740.7442961
441,2009,storf,732,35,977.23,1007.43,,304,1,72.80399107,,53292.52146,1865238.251,1908.699335
501,2009,storf,749,35,413.89,447.03,,304,1,72.80399107,,54530.18931,1908556.626,4611.265374
502,2009,storf,1351,35,559.75,630.88,,304,1,72.80399107,,98358.19193,3442536.718,6150.132591
511,2009,storf,737,35,1317.5,1347,,304,1,72.80399107,,53656.54142,1877978.95,1425.410967
512,2009,storf,1079,35,2133.37,2174.17,,304,1,72.80399107,,78555.50636,2749442.723,1288.779125
513,2009,storf,640,35,1954.55,1978.85,,304,1,72.80399107,,46594.55428,1630809.4,834.3656596
514,2009,storf,1258,35,1848.3,1871,,304,1,72.80399107,,91587.42076,3205559.727,1734.328695
515,2009,storf,747,35,1239.69,1272.23,,304,1,72.80399107,,54384.58133,1903460.346,1535.432525
516,2009,storf,1153,35,1050.36,1096.57,,304,1,72.80399107,,83943.0017,2938005.06,2797.141037
517,2009,storf,505,35,856.34,892.22,,304,1,72.80399107,,36766.01549,1286810.542,1502.686482
519,2009,storf,1201,35,666.75,702.25,,304,1,72.80399107,,87437.59327,3060315.765,4589.899909
520,2009,storf,1357,35,1174.17,1222.3,,304,1,72.80399107,,98795.01588,3457825.556,2944.910495
521,2009,storf,702,35,585.42,616.62,,304,1,72.80399107,,51108.40173,1788794.061,3055.573879
522,2009,storf,2351,35,1083.44,1152.54,,304,1,72.80399107,,171162.183,5990676.405,5529.310719
528,2009,storf,1196,35,373.62,486.52,,304,1,72.80399107,,87073.57332,3047575.066,8156.884177
529,2009,storf,647,35,172.1,231.51,,304,1,72.80399107,,47104.18222,1648646.378,9579.583833
532,2009,storf,337,35,179.16,194.74,,304,1,72.80399107,,24534.94499,858723.0746,4793.051321
533,2009,storf,387,35,245.36,273.16,,304,1,72.80399107,,28175.14454,986130.059,4019.115011
534,2009,storf,1121,35,582.39,659.57,,304,1,72.80399107,,81613.27399,2856464.59,4904.728085
536,2009,storf,261,35,635.76,661.35,,304,1,72.80399107,,19001.84167,665064.4584,1046.093586
538,2009,storf,653,35,886.56,928.23,,304,1,72.80399107,,47541.00617,1663935.216,1876.84445
540,2009,storf,406,35,1049.82,1071.12,,304,1,72.80399107,,29558.42037,1034544.713,985.4496133
541,2009,storf,166,35,429.58,444.58,,304,1,72.80399107,,12085.46252,422991.1881,984.6622005
542,2009,storf,1157,35,819.44,855.65,,304,1,72.80399107,,84234.21767,2948197.618,3597.819997
543,2009,storf,867,35,390.64,421.04,,304,1,72.80399107,,63121.06026,2209237.109,5655.42983
544,2009,storf,723,35,853.96,882.26,,304,1,72.80399107,,52637.28554,1842304.994,2157.366849
545,2009,storf,727,35,1293.26,1313.76,,304,1,72.80399107,,52928.50151,1852497.553,1432.424689
602,2009,storf,27,35,119.92,134.65,,304,1,72.80399107,,1965.707759,68799.77156,573.7139056
604,2009,storf,410,35,718.35,756.52,,304,1,72.80399107,,29849.63634,1044737.272,1454.35689
605,2009,storf,780,35,1352.75,1428.52,,304,1,72.80399107,,56787.11303,1987548.956,1469.265538
612,2009,storf,143,35,111.5,133.7,,304,1,72.80399107,,10410.97072,364383.9753,3268.017716
615,2009,storf,46,35,663.79,670.69,,304,1,72.80399107,,3348.983589,117214.4256,176.5835966
616,2009,storf,56,35,761.3,775.6,,304,1,72.80399107,,4077.0235,142695.8225,187.4370452
617,2009,storf,391,35,495.24,516.32,,304,1,72.80399107,,28466.36051,996322.6178,2011.797548
618,2009,storf,424,35,695.15,714.75,,304,1,72.80399107,,30868.89221,1080411.227,1554.213087
619,2009,storf,447,35,1056.21,1088.16,,304,1,72.80399107,,32543.38401,1139018.44,1078.401492
620,2009,storf,260,35,1672.39,1688.99,,304,1,72.80399107,,18929.03768,662516.3187,396.1494141
621,2009,storf,398,35,779.61,812.61,,304,1,72.80399107,,28975.98844,1014159.596,1300.855037
622,2009,storf,117,35,332.05,341.35,,304,1,72.80399107,,8518.066955,298132.3434,897.8537673
623,2009,storf,851,35,409.5,461.18,,304,1,72.80399107,,61956.1964,2168466.874,5295.401402
624,2009,storf,410,35,369.09,421.86,,304,1,72.80399107,,29849.63634,1044737.272,2830.575935
625,2009,storf,21,35,103.57,112.56,,304,1,72.80399107,,1528.883812,53510.93343,516.6644147
626,2009,storf,573,35,243.58,284,,304,1,72.80399107,,41716.68688,1460084.041,5994.268991
627,2009,storf,123,35,94.22,111.04,,304,1,72.80399107,,8954.890901,313421.1815,3326.482504
628,2009,storf,109,35,143.13,156.85,,304,1,72.80399107,,7935.635026,277747.2259,1940.52418
631,2009,storf,74,35,526.59,538.19,,304,1,72.80399107,,5387.495339,188562.3369,358.0818794
632,2009,storf,180,35,419.8,429.6,,304,1,72.80399107,,13104.71839,458665.1437,1092.580142
633,2009,storf,379,35,2260.74,2278.94,,304,1,72.80399107,,27592.71261,965744.9415,427.1808972
701,2009,storf,101,35,45.98,67.46,,304,1,72.80399107,,7353.203098,257362.1084,5597.262036
702,2009,storf,166,35,63.84,83.78,,304,1,72.80399107,,12085.46252,422991.1881,6625.801819
704,2009,storf,161,35,61.59,104.8,,304,1,72.80399107,,11721.44256,410250.4897,6660.991876
709,2009,storf,256,35,418.12,496.6,,304,1,72.80399107,,18637.82171,652323.76,1560.135272
710,2009,storf,538,35,310.06,417.5,,304,1,72.80399107,,39168.54719,1370899.152,4421.399574
711,2009,storf,0,35,52.12,55.96,,304,1,72.80399107,,0,0,0
713,2009,storf,575,35,140.34,173.9,,304,1,72.80399107,,41862.29486,1465180.32,10440.2189
714,2009,storf,85,35,134.14,148.51,,304,1,72.80399107,,6188.339241,216591.8734,1614.670295
716,2009,storf,418,35,125.1,224,,304,1,72.80399107,,30432.06827,1065122.389,8514.16778
722,2009,storf,71,35,46.68,59.23,,304,1,72.80399107,,5169.083366,180917.9178,3875.70518
723,2009,storf,42,35,34.8,37.54,,304,1,72.80399107,,3057.767625,107021.8669,3075.341002
728,2009,storf,188,35,249.26,271.66,,304,1,72.80399107,,13687.15032,479050.2612,1921.889839
805,2009,storf,27,35,150.12,157.53,,304,1,72.80399107,,1965.707759,68799.77156,458.2985049
806,2009,storf,331,35,678.34,722,,304,1,72.80399107,,24098.12104,843434.2365,1243.379775
807,2009,storf,107,35,831.77,851.07,,304,1,72.80399107,,7790.027044,272650.9465,327.7960813
811,2009,storf,114,35,197.76,204.66,,304,1,72.80399107,,8299.654982,290487.9244,1468.891203
814,2009,storf,31,35,271.05,280.53,,304,1,72.80399107,,2256.923723,78992.33031,291.4308442
815,2009,storf,65,35,286.75,290.75,,304,1,72.80399107,,4732.259419,165629.0797,577.6079501
817,2009,storf,141,35,986.57,998.27,,304,1,72.80399107,,10265.36274,359287.6959,364.1786147
819,2009,storf,100,35,361.62,390.21,,304,1,72.80399107,,7280.399107,254813.9687,704.6456743
821,2009,storf,28,35,237.43,261.3,,304,1,72.80399107,,2038.51175,71347.91125,300.5008265
822,2009,storf,27,35,261.44,286.44,,304,1,72.80399107,,1965.707759,68799.77156,263.157021
826,2009,storf,232,35,1900.86,1914.48,,304,1,72.80399107,,16890.52593,591168.4075,311.0004984
827,2009,storf,152,35,737.59,749.69,,304,1,72.80399107,,11066.20664,387317.2325,525.111827
828,2009,storf,193,35,657.48,670.28,,304,1,72.80399107,,14051.17028,491790.9597,747.993794
829,2009,storf,318,35,617.65,627.14,,304,1,72.80399107,,23151.66916,810308.4206,1311.921672
830,2009,storf,0,35,784.41,788.71,,304,1,72.80399107,,0,0,0
831,2009,storf,155,35,1126.02,1132.62,,304,1,72.80399107,,11284.61862,394961.6515,350.7590021
833,2009,storf,174,35,920.74,931.54,,304,1,72.80399107,,12667.89445,443376.3056,481.5434385
834,2009,storf,258,35,2912.57,2929.17,,304,1,72.80399107,,18783.4297,657420.0393,225.7181937
901,2009,storf,17,35,171.43,175.25,,304,1,72.80399107,,1237.667848,43318.37469,252.6884133
904,2009,storf,95,35,254.04,273.53,,304,1,72.80399107,,6916.379151,242073.2703,952.8943092
906,2009,storf,227,35,235.13,253.79,,304,1,72.80399107,,16526.50597,578427.709,2460.033637
911,2009,storf,46,35,308.84,314.64,,304,1,72.80399107,,3348.983589,117214.4256,379.5312318
912,2009,storf,25,35,318.6,321.7,,304,1,72.80399107,,1820.099777,63703.49218,199.9481864
914,2009,storf,70,35,198.56,204.47,,304,1,72.80399107,,5096.279375,178369.7781,898.3167713
919,2009,storf,85,35,601.9,608.8,,304,1,72.80399107,,6188.339241,216591.8734,359.8469404
926,2009,storf,131,35,167.62,174.46,,304,1,72.80399107,,9537.32283,333806.299,1991.446719
928,2009,storf,81,35,621.7,632.7,,304,1,72.80399107,,5897.123276,206399.3147,331.9918203
929,2009,storf,220,35,1079.87,1088.77,,304,1,72.80399107,,16016.87803,560590.7312,519.1279795
935,2009,storf,68,35,242.48,246.18,,304,1,72.80399107,,4950.671393,173273.4987,714.5888269
937,2009,storf,122,35,519.52,529.42,,304,1,72.80399107,,8882.08691,310873.0419,598.3851283
938,2009,storf,75,35,1178.77,1186.27,,304,1,72.80399107,,5460.29933,191110.4766,162.1270278
940,2009,storf,8,35,1160.72,1169.82,,304,1,72.80399107,,582.4319285,20385.1175,17.56247631
941,2009,storf,0,35,1303.51,1305.41,,304,1,72.80399107,,0,0,0
1001,2009,storf,39,35,251.81,260.07,,304,1,72.80399107,,2839.355652,99377.44781,394.6525071
1002,2009,storf,237,35,196.73,208.41,,304,1,72.80399107,,17254.54588,603909.1059,3069.735708
1003,2009,storf,861,35,219,250.88,,304,1,72.80399107,,62684.23631,2193948.271,10018.02863
1004,2009,storf,322,35,467.01,479.9,,304,1,72.80399107,,23442.88512,820500.9793,1756.92379
1014,2009,storf,231,35,352.1,364.56,,304,1,72.80399107,,16817.72194,588620.2678,1671.741743
1017,2009,storf,248,35,197.24,206.9,,304,1,72.80399107,,18055.38978,631938.6425,3203.907131
1018,2009,storf,23,35,136.34,141.54,,304,1,72.80399107,,1674.491795,58607.21281,429.8607365
1021,2009,storf,278,35,366.3,380.4,,304,1,72.80399107,,20239.50952,708382.8331,1933.887068
1026,2009,storf,115,35,825.31,833.51,,304,1,72.80399107,,8372.458973,293036.064,355.061812
1027,2009,storf,271,35,227.36,238.56,,304,1,72.80399107,,19729.88158,690545.8553,3037.235465
1029,2009,storf,422,35,283.98,298.28,,304,1,72.80399107,,30723.28423,1075314.948,3786.586901
1032,2009,storf,531,35,356.29,373.3,,304,1,72.80399107,,38658.91926,1353062.174,3797.642858
1034,2009,storf,384,35,409.89,424.59,,304,1,72.80399107,,27956.73257,978485.6399,2387.190807
1037,2009,storf,634,35,893.4,916.17,,304,1,72.80399107,,46157.73034,1615520.562,1808.283593
1046,2009,storf,165,35,1427.5,1439.6,,304,1,72.80399107,,12012.65853,420443.0484,294.5310322
1101,2009,storf,783,35,346.15,393.52,,304,1,72.80399107,,57005.52501,1995193.375,5763.956017
1102,2009,storf,719,35,204.96,283.67,,304,1,72.80399107,,52346.06958,1832112.435,8938.878002
1103,2009,storf,10,35,48.46,66.35,,304,1,72.80399107,,728.0399107,25481.39687,525.823295
1106,2009,storf,126,35,60.04,67.54,,304,1,72.80399107,,9173.302874,321065.6006,5347.528325
1111,2009,storf,198,35,253.04,266.33,,304,1,72.80399107,,14415.19023,504531.6581,1993.881039
1112,2009,storf,530,35,336.66,357.34,,304,1,72.80399107,,38586.11527,1350514.034,4011.50726
1114,2009,storf,742,35,535.97,586.37,,304,1,72.80399107,,54020.56137,1890719.648,3527.659474
1119,2009,storf,1102,35,122.84,247.6,,304,1,72.80399107,,80229.99816,2808049.935,22859.41009
1120,2009,storf,503,35,23.74,105.52,,304,1,72.80399107,,36620.40751,1281714.263,53989.64881
1121,2009,storf,992,35,90.79,169.3,,304,1,72.80399107,,72221.55914,2527754.57,27841.77299
1122,2009,storf,634,35,518.39,561.3,,304,1,72.80399107,,46157.73034,1615520.562,3116.419224
1124,2009,storf,85,35,30.04,68.38,,304,1,72.80399107,,6188.339241,216591.8734,7210.115627
1127,2009,storf,72,35,7.75,23.81,,304,1,72.80399107,,5241.887357,183466.0575,23673.03968
1129,2009,storf,77,35,699.14,711.74,,304,1,72.80399107,,5605.907312,196206.7559,280.6401521
1130,2009,storf,162,35,168.22,192.73,,304,1,72.80399107,,11794.24655,412798.6294,2453.92123
1133,2009,storf,485,35,973.64,1008.44,,304,1,72.80399107,,35309.93567,1235847.748,1269.306672
1134,2009,storf,501,35,1641.69,1673.19,,304,1,72.80399107,,36474.79952,1276617.983,777.6242673
1135,2009,storf,137,35,498.83,507.3,,304,1,72.80399107,,9974.146776,349095.1372,699.8278716
1141,2009,storf,361,35,63.86,104.46,,304,1,72.80399107,,26282.24078,919878.4271,14404.61051
1142,2009,storf,326,35,25.52,64.92,,304,1,72.80399107,,23734.10109,830693.5381,32550.68723
1144,2009,storf,0,35,3.13,5.73,,304,1,72.80399107,,0,0,0
1145,2009,storf,185,35,37.15,44.95,,304,1,72.80399107,,13468.73835,471405.8422,12689.25551
1146,2009,storf,1112,35,341.25,392.75,,304,1,72.80399107,,80958.03807,2833531.332,8303.38852
1149,2009,storf,429,35,166.71,217.41,,304,1,72.80399107,,31232.91217,1093151.926,6557.206682
1151,2009,storf,17,35,5.14,6.14,,304,1,72.80399107,,1237.667848,43318.37469,8427.699355
1160,2009,storf,2018,35,505.29,610.19,,304,1,72.80399107,,146918.454,5142145.889,10176.62311
1201,2009,storf,367,35,410.34,444.68,,304,1,72.80399107,,26719.06472,935167.2653,2279.005862
1211,2009,storf,781,35,652.5,678,,304,1,72.80399107,,56859.91702,1990097.096,3049.957235
1216,2009,storf,588,35,200.3,224,,304,1,72.80399107,,42808.74675,1498306.136,7480.310216
1219,2009,storf,116,35,221,234.4,,304,1,72.80399107,,8445.262964,295584.2037,1337.485085
1221,2009,storf,68,35,129.53,137.84,,304,1,72.80399107,,4950.671393,173273.4987,1337.709401
1222,2009,storf,217,35,129.2,137.1,,304,1,72.80399107,,15798.46606,552946.3122,4279.770218
1223,2009,storf,255,35,232.68,245.08,,304,1,72.80399107,,18565.01772,649775.6203,2792.57186
1224,2009,storf,992,35,1052.75,1093.3,,304,1,72.80399107,,72221.55914,2527754.57,2401.096718
1227,2009,storf,202,35,191.9,196.9,,304,1,72.80399107,,14706.4062,514724.2168,2682.252302
1228,2009,storf,71,35,1578.44,1583.65,,304,1,72.80399107,,5169.083366,180917.9178,114.6181786
1231,2009,storf,85,35,1294.2,1307.8,,304,1,72.80399107,,6188.339241,216591.8734,167.3557977
1232,2009,storf,50,35,1456.18,1459.28,,304,1,72.80399107,,3640.199553,127406.9844,87.49398039
1233,2009,storf,133,35,675.57,681.77,,304,1,72.80399107,,9682.930812,338902.5784,501.6542748
