knr2017,AAR,ART,prod,nytidutm,utmar,totareal,,VEKTCH,ANDAD,METOFF,,METBEITEANTALL,METBEITEOFF,TOTBAR
1144,1959,storf,80.94,37.41,3.13,5.73,,304,1,72.80399107,,5892.973329,220456.1322,70433.26909
1145,1959,storf,414.74,32.91,37.15,44.95,,304,1,72.80399107,,30194.4091,993698.0034,26748.26389
1146,1959,storf,1160.74,35.16,341.25,392.75,,304,1,72.80399107,,84506.76066,2971257.705,8706.982285
1149,1959,storf,2187.94,32.91,166.71,217.41,,304,1,72.80399107,,159290.8873,5242263.102,31445.4028
1151,1959,storf,64.91,32.91,5.14,6.14,,304,1,72.80399107,,4725.820639,155526.7572,30258.12397
1160,1959,storf,4194.57,46.14,505.29,610.19,,304,1,72.80399107,,305381.498,14089538.87,27884.06433
1201,1959,storf,1438.47,47.42,410.34,444.68,,304,1,72.80399107,,104726.6732,4965615.208,12101.22144
1211,1959,storf,1708.85,58.92,652.5,678,,304,1,72.80399107,,124411.095,7329679.665,11233.22554
1216,1959,storf,820.87,47.42,200.3,224,,304,1,72.80399107,,59762.61215,2833644.255,14147.00077
1219,1959,storf,733.88,47.42,221,234.4,,304,1,72.80399107,,53429.7183,2533370.093,11463.21309
1221,1959,storf,340.9,47.42,129.53,137.84,,304,1,72.80399107,,24819.05778,1176795.625,9085.120239
1222,1959,storf,511.34,47.42,129.2,137.1,,304,1,72.80399107,,37227.8705,1765159.48,13662.22507
1223,1959,storf,689.34,47.42,232.68,245.08,,304,1,72.80399107,,50186.89186,2379611.478,10226.97042
1224,1959,storf,1871.09,56.04,1052.75,1093.3,,304,1,72.80399107,,136222.7035,7633920.303,7251.408504
1227,1959,storf,248.73,58.92,191.9,196.9,,304,1,72.80399107,,18108.77165,1066878.282,5559.553319
1228,1959,storf,67.52,58.92,1578.44,1583.65,,304,1,72.80399107,,4915.4105,289591.4096,183.4668468
1231,1959,storf,375.32,58.92,1294.2,1307.8,,304,1,72.80399107,,27324.86884,1609844.648,1243.891707
1232,1959,storf,75.65,58.92,1456.18,1459.28,,304,1,72.80399107,,5507.275864,324461.1575,222.8166556
1233,1959,storf,155.46,58.92,675.57,681.77,,304,1,72.80399107,,11318.02491,666801.4378,987.020498
1234,1959,storf,226.61,58.92,200.24,205.04,,304,1,72.80399107,,16498.09136,971985.0523,4854.100341
1235,1959,storf,1791.97,58.92,1678.5,1739.31,,304,1,72.80399107,,130462.7843,7686214.938,4579.216526
1238,1959,storf,847.64,58.92,560.4,583.76,,304,1,72.80399107,,61711.28575,3635720.4,6487.723769
1241,1959,storf,970.35,55.08,338.58,354.98,,304,1,72.80399107,,70644.99122,3891243.858,11492.83436
1242,1959,storf,248.46,58.92,251.88,255.68,,304,1,72.80399107,,18088.70227,1065695.894,4230.966707
1243,1959,storf,601.26,47.42,123.08,133.27,,304,1,72.80399107,,43774.30644,2075558.74,16863.49317
1244,1959,storf,271.65,47.42,106.36,111.76,,304,1,72.80399107,,19776.93715,937723.4751,8816.505031
1245,1959,storf,242.83,47.42,91.68,94.33,,304,1,72.80399107,,17678.91122,838245.5756,9143.167273
1246,1959,storf,780.77,47.42,135.25,141.25,,304,1,72.80399107,,56843.42692,2695231.087,19927.77144
1247,1959,storf,222.74,47.42,88.75,93.12,,304,1,72.80399107,,16216.09089,768885.9496,8663.503657
1251,1959,storf,162.72,58.92,710.15,717.37,,304,1,72.80399107,,11846.51893,697937.6628,982.8031582
1252,1959,storf,190.99,58.92,375.15,377.15,,304,1,72.80399107,,13905.14863,819221.8318,2183.718064
1253,1959,storf,286.9,47.42,223.66,247.86,,304,1,72.80399107,,20887.63623,990387.2721,4428.092963
1256,1959,storf,544.03,47.42,75.77,85.87,,304,1,72.80399107,,39607.2045,1877975.601,24785.21316
1259,1959,storf,69.66,47.42,60.71,64.21,,304,1,72.80399107,,5071.858562,240482.1737,3961.162473
1260,1959,storf,714.52,47.42,79.22,105.72,,304,1,72.80399107,,52019.56951,2466507.888,31134.91401
1263,1959,storf,3276.47,47.42,418.41,453.83,,304,1,72.80399107,,238540.0986,11310378.77,27031.80797
1264,1959,storf,407.35,47.42,50.14,55.38,,304,1,72.80399107,,29656.46958,1406161.505,28044.70493
1265,1959,storf,5.5,47.42,8.58,8.88,,304,1,72.80399107,,400.5877597,18993.86863,2213.737602
1266,1959,storf,359.74,47.42,519.6,527.5,,304,1,72.80399107,,26190.60575,1241827.572,2389.968383
1401,1959,storf,1330.95,58.03,648.06,667.96,,304,1,72.80399107,,96898.47191,5622533.833,8675.946413
1411,1959,storf,1428.06,58.03,557.26,577.96,,304,1,72.80399107,,103968.4167,6032767.378,10825.76783
1412,1959,storf,302.65,58.03,216.68,219.78,,304,1,72.80399107,,22034.25767,1278537.801,5900.580585
1413,1959,storf,902.52,58.03,238.22,249.62,,304,1,72.80399107,,65707.40303,3812672.061,16004.83612
1416,1959,storf,746.24,56.53,849.26,861.4,,304,1,72.80399107,,54329.27052,3070962.016,3616.044575
1417,1959,storf,617.73,55.03,770.9,793.1,,304,1,72.80399107,,44973.57005,2474670.692,3210.10597
1418,1959,storf,627.2,55.03,413.5,423.8,,304,1,72.80399107,,45662.49863,2512578.987,6076.369981
1419,1959,storf,352.6,55.03,178.44,183.2,,304,1,72.80399107,,25670.8068,1412536.144,7916.028604
1420,1959,storf,887.93,55.03,714.47,734.8,,304,1,72.80399107,,64644.55131,3557066.436,4978.608529
1421,1959,storf,278.63,55.03,1412.14,1419.44,,304,1,72.80399107,,20285.6096,1116215.668,790.4426389
1422,1959,storf,409.46,55.03,1278.26,1291.2,,304,1,72.80399107,,29810.6326,1640330.059,1283.252279
1424,1959,storf,118.32,55.03,939.95,941.73,,304,1,72.80399107,,8614.168223,473994.6065,504.2764046
1426,1959,storf,1750.36,55.03,2598.83,2636.53,,304,1,72.80399107,,127433.4716,7012026.775,2698.147542
1428,1959,storf,1639.56,58.03,291.2,312.5,,304,1,72.80399107,,119366.5429,6926243.654,23785.17738
1429,1959,storf,1745.43,58.03,372.5,393.6,,304,1,72.80399107,,127074.432,7373493.914,19794.61453
1430,1959,storf,1417.92,55.03,511.6,540.9,,304,1,72.80399107,,103230.542,5680260.572,11102.9331
1431,1959,storf,1667.36,55.03,592.68,619.98,,304,1,72.80399107,,121390.5692,6679516.073,11270.02104
1432,1959,storf,1177.01,55.03,542.76,564.98,,304,1,72.80399107,,85690.9891,4715146.675,8687.351085
1433,1959,storf,1155.01,58.03,334.17,353.57,,304,1,72.80399107,,84089.3251,4879283.089,14601.20025
1438,1959,storf,1292.08,58.03,789.81,804.51,,304,1,72.80399107,,94068.82932,5458343.821,6910.958106
1439,1959,storf,324.11,58.03,154.31,162.09,,304,1,72.80399107,,23596.78257,1369203.309,8873.069203
1441,1959,storf,976.41,58.03,215.82,228.22,,304,1,72.80399107,,71086.84991,4124814.466,19112.29018
1443,1959,storf,1001.1,55.03,391.29,417.5,,304,1,72.80399107,,72883.93766,4010438.67,10249.27463
1444,1959,storf,542.85,55.03,166.72,177,,304,1,72.80399107,,39521.7253,2174682.934,13043.92355
1445,1959,storf,2718.53,55.03,918.5,959.2,,304,1,72.80399107,,197919.7933,10890536.63,11856.87167
1449,1959,storf,2349.92,55.03,1286.88,1328.89,,304,1,72.80399107,,171083.8242,9413887.428,7315.279923
1502,1959,storf,831.47,39.63,339.64,355.3,,304,1,72.80399107,,60534.04498,2398964.203,7063.255808
1504,1959,storf,129.78,47.38,89.47,92.92,,304,1,72.80399107,,9448.355997,447663.1071,5003.499577
1505,1959,storf,302.2,39.63,61.23,63.93,,304,1,72.80399107,,22001.46338,871917.9936,14240.04562
1511,1959,storf,915.64,39.63,342.9,366.4,,304,1,72.80399107,,66662.19864,2641822.932,7704.353841
1514,1959,storf,663.77,39.63,75.8,87.4,,304,1,72.80399107,,48325.09509,1915123.519,25265.48177
1515,1959,storf,523.68,39.63,112.24,119.54,,304,1,72.80399107,,38126.23917,1510942.858,13461.7147
1516,1959,storf,328.55,39.63,88.42,94.4,,304,1,72.80399107,,23919.42961,947926.9954,10720.73055
1517,1959,storf,320.62,39.63,71.2,76.8,,304,1,72.80399107,,23342.63106,925068.4688,12992.53467
1519,1959,storf,1165.87,39.63,504.19,526.39,,304,1,72.80399107,,84879.88512,3363789.847,6671.671091
1520,1959,storf,1478.91,39.63,742.44,784.55,,304,1,72.80399107,,107670.8785,4266996.915,5747.261617
1523,1959,storf,803.36,43.38,121.41,127.11,,304,1,72.80399107,,58487.8531,2537203.067,20897.80963
1524,1959,storf,650.01,47.13,888.06,901.06,,304,1,72.80399107,,47323.20926,2230342.853,2511.477662
1525,1959,storf,449.77,47.13,830.74,846.84,,304,1,72.80399107,,32744.69237,1543257.352,1857.689953
1526,1959,storf,298.73,47.13,241.52,246.22,,304,1,72.80399107,,21748.72061,1025017.202,4244.026178
1528,1959,storf,921.81,39.63,313.58,328.88,,304,1,72.80399107,,67111.23024,2659618.054,8481.465828
1529,1959,storf,415.67,39.63,105.32,111.02,,304,1,72.80399107,,30262.723,1199311.712,11387.31212
1531,1959,storf,1079.96,39.63,55.44,57.5,,304,1,72.80399107,,78625.50828,3115928.893,56203.62361
1532,1959,storf,822.14,39.63,27.96,39.22,,304,1,72.80399107,,59855.28757,2372065.046,84837.80566
1534,1959,storf,931.65,39.63,229.29,249.98,,304,1,72.80399107,,67827.87677,2688018.757,11723.22716
1535,1959,storf,931.2,39.63,328.58,349.38,,304,1,72.80399107,,67794.88638,2686711.347,8176.734272
1539,1959,storf,2027.38,44.13,1405.24,1442.95,,304,1,72.80399107,,147601.4332,6513651.246,4635.258921
1543,1959,storf,1054.46,47.13,966.35,989.45,,304,1,72.80399107,,76769.24307,3618134.426,3744.124205
1545,1959,storf,313.29,39.63,88.43,93.53,,304,1,72.80399107,,22808.64807,903906.7229,10221.72026
1546,1959,storf,204.35,39.63,15.48,19.58,,304,1,72.80399107,,14877.32801,589588.509,38087.11298
1547,1959,storf,506.86,39.63,49.14,58.44,,304,1,72.80399107,,36901.65997,1462412.785,29760.12993
1548,1959,storf,2027.21,39.63,300.82,359.82,,304,1,72.80399107,,147588.8517,5848946.192,19443.34217
1551,1959,storf,490.01,39.63,126.35,146.05,,304,1,72.80399107,,35674.45526,1413778.662,11189.38395
1554,1959,storf,980,39.63,150.35,171.95,,304,1,72.80399107,,71347.63839,2827506.91,18806.16501
1557,1959,storf,791.89,39.63,346.4,372,,304,1,72.80399107,,57652.67531,2284775.522,6595.772293
1560,1959,storf,1182.6,43.38,303.77,322.57,,304,1,72.80399107,,86098.07856,3734934.648,12295.27158
1563,1959,storf,943.26,47.13,1627.59,1651.6,,304,1,72.80399107,,68673.16022,3236566.041,1988.563484
1566,1959,storf,1736.36,47.13,1279.02,1315.67,,304,1,72.80399107,,126413.6273,5957874.253,4658.155661
1567,1959,storf,1353.1,47.13,595.48,621.07,,304,1,72.80399107,,98511.20334,4642833.013,7796.790847
1571,1959,storf,878.63,39.63,279.65,295.65,,304,1,72.80399107,,63967.6117,2535036.452,9065.032904
1573,1959,storf,799.36,39.63,250.9,265.4,,304,1,72.80399107,,58196.85837,2306341.497,9192.273803
1576,1959,storf,1372.18,39.63,600.93,624.33,,304,1,72.80399107,,99900.24551,3959046.73,6588.199507
1601,1959,storf,3150.65,38.42,252.63,321.35,,304,1,72.80399107,,229379.5632,8811615.92,34879.53101
1612,1959,storf,814.86,44.82,605.56,625.87,,304,1,72.80399107,,59325.04722,2658651.991,4390.402258
1613,1959,storf,747.64,44.82,477.3,490.7,,304,1,72.80399107,,54431.24711,2439336.339,5110.698385
1617,1959,storf,1252.11,44.82,630.32,646.62,,304,1,72.80399107,,91158.43277,4085265.165,6481.255814
1620,1959,storf,689.08,44.82,213.79,220.89,,304,1,72.80399107,,50168.05821,2248281.529,10516.30819
1621,1959,storf,1327.83,44.82,27.2,70.49,,304,1,72.80399107,,96671.39897,4332328.745,159276.7921
1622,1959,storf,778.79,40.82,278.1,296.3,,304,1,72.80399107,,56698.7636,2314160.036,8321.323396
1624,1959,storf,2477.4,36.82,529.9,586.5,,304,1,72.80399107,,180364.6832,6640125.811,12530.90359
1627,1959,storf,2202.53,44.82,319.01,353.56,,304,1,72.80399107,,160352.7157,7186206.952,22526.58836
1630,1959,storf,1485.03,44.82,868.37,897.97,,304,1,72.80399107,,108115.8715,4845212.783,5579.663948
1632,1959,storf,645.91,44.82,345.73,356.03,,304,1,72.80399107,,47024.69594,2107411.748,6095.542037
1633,1959,storf,528.71,44.82,361.3,369.6,,304,1,72.80399107,,38492.24444,1725029.934,4774.508537
1634,1959,storf,3054.71,52.32,2141.14,2203.15,,304,1,72.80399107,,222394.7996,11634583.94,5433.826813
1635,1959,storf,1254.95,44.82,886.73,921.23,,304,1,72.80399107,,91365.58843,4094548.845,4617.582404
1636,1959,storf,1454.53,44.82,581.08,613.18,,304,1,72.80399107,,105895.5055,4745707.078,8167.04598
1638,1959,storf,2182.15,38.82,516.77,562.41,,304,1,72.80399107,,158868.9785,6166499.401,11932.77358
1640,1959,storf,1196.59,52.32,1732.98,1757.28,,304,1,72.80399107,,87116.40517,4557494.736,2629.859973
1644,1959,storf,899.38,52.32,1152.28,1171.18,,304,1,72.80399107,,65478.68562,3425517.438,2972.816883
1648,1959,storf,2220.3,52.32,1756.71,1809.41,,304,1,72.80399107,,161646.4937,8456536.316,4813.848795
1653,1959,storf,2972.29,46.57,582.46,654.86,,304,1,72.80399107,,216394.7085,10076419.6,17299.76239
1657,1959,storf,1351.53,36.82,180.33,212.93,,304,1,72.80399107,,98396.67746,3622473.681,20088.02573
1662,1959,storf,369.99,44.82,164.14,174.04,,304,1,72.80399107,,26936.8579,1207175.287,7354.546649
1663,1959,storf,433.4,36.82,150.27,165.42,,304,1,72.80399107,,31552.99901,1161623.658,7730.243285
1664,1959,storf,1197.58,52.32,1108.78,1143.78,,304,1,72.80399107,,87188.43226,4561262.834,4113.767234
1665,1959,storf,330.81,52.32,1206.28,1214.68,,304,1,72.80399107,,24084.16115,1259962.891,1044.502844
1702,1959,storf,5230.24,34.71,1260.49,1423.66,,304,1,72.80399107,,380782.4417,13218590.47,10486.8666
1703,1959,storf,1019,38.5,729.65,749.95,,304,1,72.80399107,,74187.40518,2856215.099,3914.500239
1711,1959,storf,360.25,51.5,1181.45,1191.95,,304,1,72.80399107,,26227.3911,1350710.642,1143.265175
1714,1959,storf,3906.66,34.5,810.57,900.31,,304,1,72.80399107,,284420.6719,9812513.182,12105.69498
1717,1959,storf,1074.71,33,50.22,73.92,,304,1,72.80399107,,78243.4115,2582032.579,51414.4281
1718,1959,storf,1045.33,33,376.23,398.83,,304,1,72.80399107,,76104.51797,2511449.093,6675.302589
1719,1959,storf,4339.69,33,486.82,621.11,,304,1,72.80399107,,315946.6215,10426238.51,21417.02993
1721,1959,storf,3344.77,33,1391.7,1478.88,,304,1,72.80399107,,243512.3038,8035906.026,5774.165428
1724,1959,storf,511.17,33,548.56,559.96,,304,1,72.80399107,,37215.47708,1228110.744,2238.790185
1725,1959,storf,810.72,40,708.46,736.96,,304,1,72.80399107,,59023.82709,2360953.084,3332.514304
1736,1959,storf,1099.87,39,2095.9,2132.7,,304,1,72.80399107,,80074.59793,3122909.319,1490.00874
1738,1959,storf,700.08,51.5,2627.35,2642.95,,304,1,72.80399107,,50968.91468,2624899.106,999.0671612
1739,1959,storf,102.44,35,1330.6,1335.5,,304,1,72.80399107,,7457.777546,261022.2141,196.1688066
1740,1959,storf,211.35,51.5,1348.56,1355.46,,304,1,72.80399107,,15386.92372,792426.5716,587.609429
1742,1959,storf,694.62,39,1081.09,1102.09,,304,1,72.80399107,,50571.0281,1972270.096,1824.334788
1743,1959,storf,527.49,39,685.22,703.82,,304,1,72.80399107,,38403.42714,1497733.659,2185.770495
1744,1959,storf,969.96,39,646.34,690.94,,304,1,72.80399107,,70616.93131,2754060.321,4261.008635
1748,1959,storf,440.26,35,463.61,473.71,,304,1,72.80399107,,32052.38678,1121833.537,2419.778558
1749,1959,storf,582.17,35,423.84,433.34,,304,1,72.80399107,,42384.15623,1483445.468,3500.012901
1750,1959,storf,856.5,35,287.23,302.73,,304,1,72.80399107,,62356.28899,2182470.115,7598.336228
1751,1959,storf,2138.07,37.5,971.2,1011.8,,304,1,72.80399107,,155659.8645,5837244.919,6010.342792
1755,1959,storf,516.03,35,96.87,106.67,,304,1,72.80399107,,37568.85849,1314910.047,13573.9656
1756,1959,storf,2073.31,33,287.79,349.49,,304,1,72.80399107,,150945.124,4981189.092,17308.41618
1804,1959,storf,1619.69,51.9,1284.88,1313.03,,304,1,72.80399107,,117919.9089,6119453.672,4762.665519
1805,1959,storf,261.01,53.9,1926.13,1931.7,,304,1,72.80399107,,19002.866,1024159.463,531.7187642
1811,1959,storf,779.52,53.9,1195.58,1207.98,,304,1,72.80399107,,56751.94551,3058646.103,2558.294805
1812,1959,storf,1314.05,49.9,159.22,189.02,,304,1,72.80399107,,95667.72731,4773341.254,29979.53306
1813,1959,storf,1289.04,51.23,972.13,1002.1,,304,1,72.80399107,,93847.38897,4807645.325,4945.475733
1815,1959,storf,654.84,46.4,140.36,155.96,,304,1,72.80399107,,47674.79279,2211872.012,15758.56378
1816,1959,storf,259.14,49.9,509.29,516.49,,304,1,72.80399107,,18866.2682,941332.4517,1848.323061
1818,1959,storf,322.67,46.4,56.15,61.35,,304,1,72.80399107,,23491.87523,1089905.551,19410.60643
1820,1959,storf,1246.73,48.73,188.16,212.5,,304,1,72.80399107,,90766.98912,4422924.102,23506.18676
1822,1959,storf,658.57,49.9,417.4,438.2,,304,1,72.80399107,,47946.20935,2392276.116,5731.375456
1824,1959,storf,1473.06,54.4,1791.16,1821.8,,304,1,72.80399107,,107244.9992,5833591.731,3256.879191
1825,1959,storf,421.44,54.9,1896.23,1904.23,,304,1,72.80399107,,30682.84523,1684334.789,888.2544782
1826,1959,storf,1000.88,54.9,2417.03,2434.4,,304,1,72.80399107,,72868.31305,4000106.045,1654.967479
1827,1959,storf,935.29,46.4,169.7,187.3,,304,1,72.80399107,,68092.6791,3159159.847,18616.14524
1828,1959,storf,1344.63,49.9,187.02,201.52,,304,1,72.80399107,,97894.21238,4884431.727,26117.16248
1832,1959,storf,436.2,54.23,1439.4,1461.3,,304,1,72.80399107,,31757.02176,1722130.361,1196.422371
1833,1959,storf,1400.01,54.4,4266.15,4294.54,,304,1,72.80399107,,101926.2993,5544281.049,1299.598244
1834,1959,storf,765.9,46.4,248.77,255.57,,304,1,72.80399107,,55760.3728,2587002.496,10399.17392
1835,1959,storf,53.17,46.4,14.84,15.04,,304,1,72.80399107,,3871.331916,179610.4443,12103.12967
1836,1959,storf,684.07,49.9,677.18,685.58,,304,1,72.80399107,,49802.98193,2484919.783,3669.511479
1837,1959,storf,938.08,49.9,802.78,819.98,,304,1,72.80399107,,68295.82744,3407620.31,4244.774795
1838,1959,storf,989.13,49.9,615.85,626.85,,304,1,72.80399107,,72012.29864,3593053.641,5834.299977
1839,1959,storf,580.06,53.9,1181.57,1193.67,,304,1,72.80399107,,42230.39722,2276007.258,1926.256809
1840,1959,storf,759.25,53.9,2083.3,2092.94,,304,1,72.80399107,,55276.52604,2979128.371,1430.004498
1841,1959,storf,685.84,53.9,1099.28,1115.18,,304,1,72.80399107,,49931.94782,2691082.328,2448.040834
1845,1959,storf,1136.02,49.9,1508.95,1512.55,,304,1,72.80399107,,82706.55364,4126643.494,2734.778153
1848,1959,storf,1369.01,49.9,946.32,975.82,,304,1,72.80399107,,99669.47561,4973008.486,5255.102382
1849,1959,storf,731.6,49.9,928.86,935.46,,304,1,72.80399107,,53263.56103,2657585.378,2861.125872
1850,1959,storf,204.8,49.9,1363.09,1365.19,,304,1,72.80399107,,14909.93289,743931.1016,545.7681456
1851,1959,storf,427.24,49.9,509.8,514.12,,304,1,72.80399107,,31104.80206,1551974.099,3044.280304
1852,1959,storf,310.91,49.9,308.02,312.02,,304,1,72.80399107,,22635.34795,1129390.686,3666.614785
1853,1959,storf,383.48,53.9,235.14,242,,304,1,72.80399107,,27919.16103,1504703.184,6399.179994
1854,1959,storf,407.6,53.9,839.66,848.53,,304,1,72.80399107,,29675.04532,1599336.567,1904.743072
1856,1959,storf,20.16,46.4,9.58,10.78,,304,1,72.80399107,,1467.941583,68105.14973,7109.097049
1857,1959,storf,41.66,46.4,17.58,17.68,,304,1,72.80399107,,3032.856937,140709.3976,8003.947531
1859,1959,storf,286.41,46.4,166.56,170.76,,304,1,72.80399107,,20851.50428,967405.541,5808.150462
1860,1959,storf,2508.28,46.4,369.58,404.34,,304,1,72.80399107,,182612.4307,8472303.722,22924.14016
1865,1959,storf,858.28,46.4,449.58,459.9,,304,1,72.80399107,,62485.98279,2899037.172,6448.323261
1866,1959,storf,1444.14,46.4,533.7,552.3,,304,1,72.80399107,,105139.321,4877938.798,9139.851599
1867,1959,storf,733.01,46.4,226.28,237.28,,304,1,72.80399107,,53366.03495,2475917.191,10941.82955
1868,1959,storf,728.01,46.4,302.55,307.9,,304,1,72.80399107,,53001.88217,2459022.323,8127.656001
1870,1959,storf,529.77,46.4,673.43,691.5,,304,1,72.80399107,,38569.39841,1789427.239,2657.18373
1871,1959,storf,833.81,46.4,608.4,625.41,,304,1,72.80399107,,60704.79797,2816399.102,4629.189845
1874,1959,storf,60.77,46.4,111.82,111.92,,304,1,72.80399107,,4424.422769,205271.0944,1835.727905
1902,1959,storf,1250.69,50.35,2497.07,2519.83,,304,1,72.80399107,,91055.56845,4584799.631,1836.071728
1903,1959,storf,1107.89,50.77,401.57,423.94,,304,1,72.80399107,,80659.10046,4094928.099,10197.29586
1911,1959,storf,623.95,51.19,496.7,511,,304,1,72.80399107,,45426.34289,2325147.361,4681.190579
1913,1959,storf,796.75,49.69,455.28,465.38,,304,1,72.80399107,,58006.7308,2882064.42,6330.311939
1917,1959,storf,462.73,48.69,230.14,236.14,,304,1,72.80399107,,33688.95452,1640146.751,7126.734817
1919,1959,storf,281.6,50.69,303.55,306.75,,304,1,72.80399107,,20501.94878,1039141.274,3423.295253
1920,1959,storf,269.49,50.69,295.82,299.22,,304,1,72.80399107,,19620.24177,994451.9541,3361.679244
1922,1959,storf,814.33,55.19,2530.05,2543.29,,304,1,72.80399107,,59286.81956,3271743.137,1293.153549
1923,1959,storf,607.68,52.94,430.08,438.88,,304,1,72.80399107,,44241.87748,2341943.785,5445.367803
1924,1959,storf,1103.52,55.19,3186.18,3216.48,,304,1,72.80399107,,80340.68405,4433600.649,1391.509786
1925,1959,storf,523.09,50.69,339.81,345.38,,304,1,72.80399107,,38083.33492,1930253.831,5680.391485
1926,1959,storf,486.72,48.69,272.76,279.16,,304,1,72.80399107,,35434.91951,1725149.056,6324.787565
1927,1959,storf,649.87,51.19,494.83,500.53,,304,1,72.80399107,,47312.87341,2421709.426,4894.02305
1928,1959,storf,83.81,51.19,238.05,238.65,,304,1,72.80399107,,6101.83925,312322.642,1312.004377
1929,1959,storf,103.96,51.19,270.75,270.95,,304,1,72.80399107,,7568.682688,387403.0234,1430.851425
1931,1959,storf,1380.35,48.69,841.11,856.89,,304,1,72.80399107,,100494.9891,4892598.543,5816.835542
1933,1959,storf,1774.14,50.69,1392.92,1442.09,,304,1,72.80399107,,129164.7578,6546715.747,4699.994075
1936,1959,storf,720.45,51.19,1000.03,1003.63,,304,1,72.80399107,,52451.28667,2684719.108,2684.638569
1938,1959,storf,1023.22,50.69,782.92,796.8,,304,1,72.80399107,,74494.20221,3775738.639,4822.63659
1939,1959,storf,304.96,50.69,1478,1484.2,,304,1,72.80399107,,22202.40994,1125329.148,761.3864328
1940,1959,storf,524.2,50.69,953.7,965.6,,304,1,72.80399107,,38163.5921,1934321.666,2028.228652
1941,1959,storf,559,51.19,464.51,465.3,,304,1,72.80399107,,40697.18544,2083085.437,4484.479207
1942,1959,storf,565.15,50.69,3336.36,3354,,304,1,72.80399107,,41144.98455,2085433.542,625.0625059
1943,1959,storf,364.8,50.69,2046.2,2051,,304,1,72.80399107,,26559.17387,1346151.727,657.878862
2002,1959,storf,0.79,50.74,582.85,584.2,,304,1,72.80399107,,57.52226406,2918.679678,5.007600031
2003,1959,storf,409.95,50.74,1228.12,1236.5,,304,1,72.80399107,,29846.19705,1514396.038,1233.101031
2004,1959,storf,107.58,60.74,818.85,820.4,,304,1,72.80399107,,7831.962143,475713.3806,580.9530202
2011,1959,storf,172.55,52.24,8991.71,8995.3,,304,1,72.80399107,,12562.31108,656255.131,72.98446358
2012,1959,storf,1302.45,50.74,3609.01,3639.8,,304,1,72.80399107,,94823.55817,4811347.341,1333.148797
2014,1959,storf,133.49,54.24,672.43,673.1,,304,1,72.80399107,,9718.256567,527118.2362,783.9005342
2015,1959,storf,37.5,67.24,539.3,539.4,,304,1,72.80399107,,2730.112266,183572.7487,340.390782
2017,1959,storf,163.4,54.24,1741.9,1743.9,,304,1,72.80399107,,11896.17214,645248.3769,370.4279103
2018,1959,storf,71.25,54.24,1073.2,1073.4,,304,1,72.80399107,,5187.284364,281358.3039,262.1676331
2019,1959,storf,28.33,67.24,893,893.2,,304,1,72.80399107,,2062.318513,138670.2968,155.2858867
2020,1959,storf,406.6,50.74,4637.36,4645.9,,304,1,72.80399107,,29602.10277,1502010.694,323.8934856
2021,1959,storf,275.64,52.24,5206.43,5217,,304,1,72.80399107,,20067.55342,1048328.991,201.3527486
2022,1959,storf,110.84,50.74,3246.1,3247.9,,304,1,72.80399107,,8069.712675,409457.2211,126.1382031
2023,1959,storf,53.27,54.24,1355.93,1356.6,,304,1,72.80399107,,3878.570716,210373.6756,155.1508379
2024,1959,storf,15.12,54.24,1082.4,1082.5,,304,1,72.80399107,,1101.075888,59722.35615,55.17586488
2025,1959,storf,910.43,51.49,3827.2,3853.4,,304,1,72.80399107,,66283.29906,3412927.069,891.7556095
2027,1959,storf,215.65,50.74,1372.9,1375.6,,304,1,72.80399107,,15700.18067,796627.1674,580.2514148
2028,1959,storf,69.4,54.24,1415.33,1415.5,,304,1,72.80399107,,5052.456148,274045.2215,193.6263779
2030,1959,storf,489.58,50.74,3476.36,3485.1,,304,1,72.80399107,,35643.0511,1808528.413,520.2362278
101,1969,storf,925.79,19.74,535.04,596.72,,304,1,72.80399107,,67401.00279,1330495.795,2486.722105
104,1969,storf,83.38,19.74,50.12,57.78,,304,1,72.80399107,,6070.364198,119828.9893,2390.841765
105,1969,storf,1895.22,19.74,288.05,370.26,,304,1,72.80399107,,137979.556,2723716.436,9455.70712
106,1969,storf,1173.65,19.74,210.44,281.97,,304,1,72.80399107,,85446.28501,1686709.666,8015.157128
111,1969,storf,63.1,19.74,83.92,87.74,,304,1,72.80399107,,4593.9465,90684.50391,1080.606577
118,1969,storf,183.84,19.74,264.42,284.92,,304,1,72.80399107,,13384.39772,264208.0111,999.1982871
119,1969,storf,748.38,19.74,326.62,367.65,,304,1,72.80399107,,54484.94827,1075532.879,3292.918005
121,1969,storf,106.4,19.74,156.3,159.4,,304,1,72.80399107,,7746.34465,152912.8434,978.3291323
122,1969,storf,1313.8,19.74,121.27,187.7,,304,1,72.80399107,,95649.90693,1888129.163,15569.63109
123,1969,storf,602.24,19.74,96.12,134.01,,304,1,72.80399107,,43845.48986,865509.9699,9004.473261
124,1969,storf,454.76,19.74,39.16,66.21,,304,1,72.80399107,,33108.47556,653561.3076,16689.51245
125,1969,storf,1400.13,19.74,151.91,229.55,,304,1,72.80399107,,101935.2423,2012201.682,13246.012
127,1969,storf,654.55,19.74,56.69,93.07,,304,1,72.80399107,,47653.85235,940687.0455,16593.527
128,1969,storf,2137.9,19.74,306.31,419.78,,304,1,72.80399107,,155647.9767,3072491.059,10030.65868
135,1969,storf,532.04,19.74,69.64,104.69,,304,1,72.80399107,,38734.46271,764618.294,10979.58492
