knr2017,kommune,aar,utmarea,tamrein,villrein,antrein,LANDKAT,ALTREG,reg,endelig tamsum,Tamsommer,Tamaar,Maleper,Femaleper,Chper,Beitedager,Maleandelt,Femaleandt,Chandelt,Maleandxmet,Femandmet,Chandmet,Maleandxbdg,Feandxbdg,Chandxbdg,Sumtam,Malekg,Femalekg,Chkg,Metmale,Metfemale,Metch,Sumsamisk,Korrsvenskrein,Endelig samisk,TOTBAR,,,,,,
1401.00,Flora,1989.00,648.06,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1411.00,Gulen,1989.00,557.26,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1412.00,Solund,1989.00,216.68,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1413.00,Hyllestad,1989.00,238.22,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1416.00,Høyanger,1989.00,849.26,0.00,0.00,0.00,WNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1417.00,Vik,1989.00,770.90,0.00,0.00,0.00,WNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1418.00,Balestrand,1989.00,413.50,0.00,0.00,0.00,WNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1419.00,Leikanger,1989.00,178.44,0.00,0.00,0.00,WNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1420.00,Sogndal,1989.00,714.47,0.00,0.00,0.00,WNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1421.00,Aurland,1989.00,1412.14,0.00,549.00,549.00,WNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1422.00,Lærdal,1989.00,1278.26,541.47,496.95,1038.42,WNorway,mountain,3.00,541.47,676.8334113,586.5889564,10,65,25,365,58.65889564,381.2828217,146.6472391,1854.957153,8526.143761,2547.905266,677059.3607,3112042.473,929985.422,4719087.256,100,63,45,31.6227766,22.36173065,17.37438278,4719087.256,0,4719087.256,3691.805466,,,,,,
1424.00,Årdal,1989.00,939.95,79.00,0.00,79.00,WNorway,mountain,3.00,79.00,98.75,85.58333333,10,65,25,365,8.558333333,55.62916667,21.39583333,270.6382631,1243.964441,371.7393982,98782.96603,454047.0211,135684.8803,688514.8675,100,63,45,31.6227766,22.36173065,17.37438278,688514.8675,0,688514.8675,732.5015879,,,,,,
1426.00,Luster,1989.00,2598.83,0.00,450.43,450.43,WNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1428.00,Askvoll,1989.00,291.20,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1429.00,Fjaler,1989.00,372.50,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1430.00,Gaular,1989.00,511.60,0.00,0.00,0.00,WNorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1431.00,Jølster,1989.00,592.68,0.00,0.00,0.00,WNorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1432.00,Førde,1989.00,542.76,0.00,0.00,0.00,WNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1433.00,Naustdal,1989.00,334.17,0.00,0.00,0.00,WNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1438.00,Bremanger,1989.00,789.81,0.00,0.00,0.00,WNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1439.00,Vågsøy,1989.00,154.31,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1441.00,Selje,1989.00,215.82,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1443.00,Eid,1989.00,391.29,0.00,0.00,0.00,WNorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1444.00,Hornindal,1989.00,166.72,0.00,0.00,0.00,WNorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1445.00,Gloppen,1989.00,918.50,0.00,0.00,0.00,WNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1449.00,Stryn,1989.00,1286.88,0.00,223.04,223.04,WNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1502.00,Molde,1989.00,339.64,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1504.00,Ålesund,1989.00,89.47,0.00,0.00,0.00,WNorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1505.00,Kristiansund,1989.00,82.76,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1511.00,Vanylven,1989.00,342.90,0.00,0.00,0.00,WNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1514.00,Sande,1989.00,75.80,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1515.00,Herøy,1989.00,112.24,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1516.00,Ulstein,1989.00,88.42,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1517.00,Hareid,1989.00,71.20,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1519.00,Volda,1989.00,504.19,0.00,0.00,0.00,WNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1520.00,Ørsta,1989.00,742.44,0.00,0.00,0.00,WNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1523.00,Ørskog,1989.00,121.41,0.00,0.00,0.00,WNorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1524.00,Norddal,1989.00,888.06,0.00,153.92,153.92,WNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1525.00,Stranda,1989.00,830.74,0.00,143.98,143.98,WNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1526.00,Stordal,1989.00,241.52,0.00,0.00,0.00,WNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1528.00,Sykkylven,1989.00,313.58,0.00,0.00,0.00,WNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1529.00,Skodje,1989.00,105.32,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1531.00,Sula,1989.00,55.44,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1532.00,Giske,1989.00,27.96,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1534.00,Haram,1989.00,229.29,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1535.00,Vestnes,1989.00,328.58,0.00,0.00,0.00,WNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1539.00,Rauma,1989.00,1405.24,0.00,452.63,452.63,WNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1543.00,Nesset,1989.00,966.35,0.00,143.78,143.78,WNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1545.00,Midsund,1989.00,88.43,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1546.00,Sandøy,1989.00,15.48,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1547.00,Aukra,1989.00,49.14,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1548.00,Fræna,1989.00,300.82,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1551.00,Eide,1989.00,126.35,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1554.00,Averøy,1989.00,150.35,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1557.00,Gjemnes,1989.00,346.40,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1560.00,Tingvoll,1989.00,303.77,0.00,0.00,0.00,WNorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1563.00,Sunndal,1989.00,1627.59,0.00,242.16,242.16,WNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1566.00,Surnadal,1989.00,1279.02,275.23,0.00,275.23,WNorway,inlandlow,2.00,275.23,344.0381773,298.1664204,10,65,25,365,29.81664204,193.8081732,74.54160509,942.8850101,4333.886168,1295.11438,344153.0287,1581868.451,472716.7486,2398738.229,100,63,45,31.6227766,22.36173065,17.37438278,2398738.229,0,2398738.229,1875.450133,,,,,,
1567.00,Rindal,1989.00,595.48,128.14,0.00,128.14,WNorway,inlandlow,2.00,128.14,160.1756453,138.8188926,10,65,25,365,13.88188926,90.23228018,34.70472315,438.9838828,2017.749946,602.9731442,160229.1172,736478.7301,220085.1976,1116793.045,100,63,45,31.6227766,22.36173065,17.37438278,1116793.045,0,1116793.045,1875.450133,,,,,,
1571.00,Halsa,1989.00,279.65,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1573.00,Smøla,1989.00,250.90,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1576.00,Aure,1989.00,600.93,0.00,0.00,0.00,WNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1601.00,Trondheim,1989.00,252.63,0.00,0.00,0.00,CNorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1612.00,Hemne,1989.00,605.56,0.00,0.00,0.00,CNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1613.00,Snillfjord,1989.00,477.30,0.00,0.00,0.00,CNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1617.00,Hitra,1989.00,630.32,0.00,0.00,0.00,CNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1620.00,Frøya,1989.00,213.79,0.00,0.00,0.00,CNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1621.00,Ørland,1989.00,27.20,0.00,0.00,0.00,CNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1622.00,Agdenes,1989.00,278.10,0.00,0.00,0.00,CNorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1624.00,Rissa,1989.00,529.90,137.51,0.00,137.51,CNorway,inlandlow,2.00,137.51,171.8817915,148.9642193,10,65,25,365,14.89642193,96.82674257,37.24105483,471.066223,2165.213537,647.0403418,171939.1714,790302.9411,236169.7247,1198411.837,100,63,45,31.6227766,22.36173065,17.37438278,1198411.837,0,1198411.837,2261.581123,,,,,,
1627.00,Bjugn,1989.00,319.01,82.78,0.00,82.78,CNorway,coast,2.00,82.78,103.476147,89.67932744,10,65,25,365,8.967932744,58.29156283,22.41983186,283.5909337,1303.500227,389.5307406,103510.6908,475777.583,142178.7203,721466.9941,100,63,45,31.6227766,22.36173065,17.37438278,721466.9941,0,721466.9941,2261.581123,,,,,,
1630.00,Åfjord,1989.00,868.37,225.34,0.00,225.34,CNorway,mountain,3.00,225.34,281.6701101,244.1140954,10,65,25,365,24.41140954,158.674162,61.02852385,771.9565504,3548.228872,1060.332934,281764.1409,1295103.538,387021.5208,1963889.2,100,63,45,31.6227766,22.36173065,17.37438278,1963889.2,0,1963889.2,2261.581123,,,,,,
1632.00,Roan,1989.00,345.73,89.71,0.00,89.71,CNorway,mountain,3.00,89.71,112.1432191,97.19078987,10,65,25,365,9.719078987,63.17401341,24.29769747,307.3442636,1412.680272,422.1574964,112180.6562,515628.2994,154087.4862,781896.4418,100,63,45,31.6227766,22.36173065,17.37438278,781896.4418,0,781896.4418,2261.581123,,,,,,
1633.00,Osen,1989.00,361.30,93.75,0.00,93.75,CNorway,mountain,3.00,93.75,117.193605,101.567791,10,65,25,365,10.1567791,66.01906414,25.39194775,321.1855564,1476.30053,441.1694197,117232.7281,538849.6936,161026.8382,817109.2598,100,63,45,31.6227766,22.36173065,17.37438278,817109.2598,0,817109.2598,2261.581123,,,,,,
1634.00,Oppdal,1989.00,2141.14,460.75,647.55,1108.30,CNorway,mountain,3.00,460.75,575.9361879,499.1446962,10,65,25,365,49.91446962,324.4440525,124.786174,1578.434122,7255.130514,2168.082753,576128.4545,2648122.638,791350.205,4015601.297,100,63,45,31.6227766,22.36173065,17.37438278,4015601.297,0,4015601.297,1875.450133,,,,,,
1635.00,Rennebu,1989.00,886.73,190.81,311.15,501.97,CNorway,mountain,3.00,190.81,238.5177503,206.7153836,10,65,25,365,20.67153836,134.3649993,51.6788459,653.6914395,3004.633924,897.8880502,238597.3754,1096691.382,327729.1383,1663017.896,100,63,45,31.6227766,22.36173065,17.37438278,1663017.896,0,1663017.896,1875.450133,,,,,,
1636.00,Meldal,1989.00,581.08,125.04,0.00,125.04,CNorway,inlandlow,2.00,125.04,156.3022502,135.4619502,10,65,25,365,13.54619502,88.05026763,33.86548755,428.3682989,1968.956369,588.3919437,156354.4291,718669.0745,214763.0594,1089786.563,100,63,45,31.6227766,22.36173065,17.37438278,1089786.563,0,1089786.563,1875.450133,,,,,,
1638.00,Orkdal,1989.00,516.77,0.00,0.00,0.00,CNorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1640.00,Røros,1989.00,1732.98,1849.67,0.00,1849.67,CNorway,mountain,3.00,1849.67,2312.093297,2003.81419,10,65,25,365,200.381419,1302.479224,500.9535476,6336.616849,29125.68958,8703.758691,2312865.15,10630876.7,3176871.922,16120613.77,100,63,45,31.6227766,22.36173065,17.37438278,16120613.77,0,16120613.77,9302.250326,,,,,,
1644.00,Holtålen,1989.00,1152.28,638.25,227.29,865.54,CNorway,mountain,3.00,638.25,797.8130017,691.4379348,10,65,25,365,69.14379348,449.4346576,172.8594837,2186.518735,10050.13676,3003.326837,798079.3382,3668299.918,1096214.296,5562593.551,100,63,45,31.6227766,22.36173065,17.37438278,5562593.551,0,5562593.551,4827.466893,,,,,,
1648.00,Midtre Gauldal,1989.00,1756.71,378.02,346.52,724.54,CNorway,mountain,3.00,378.02,472.529989,409.5259904,10,65,25,365,40.95259904,266.1918938,102.3814976,1295.034891,5952.511431,1778.815329,472687.7352,2172666.672,649267.5951,3294622.003,100,63,45,31.6227766,22.36173065,17.37438278,3294622.003,0,3294622.003,1875.450133,,,,,,
1653.00,Melhus,1989.00,582.46,0.00,0.00,0.00,CNorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1657.00,Skaun,1989.00,180.33,0.00,0.00,0.00,CNorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1662.00,Klæbu,1989.00,164.14,0.00,0.00,0.00,CNorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1663.00,Malvik,1989.00,150.27,0.00,0.00,0.00,CNorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1664.00,Selbu,1989.00,1108.78,1183.44,0.00,1183.44,CNorway,inlandlow,2.00,1183.44,1479.303169,1282.062746,10,65,25,365,128.2062746,833.3407851,320.5156866,4054.238382,18634.94218,5568.762225,1479797.009,6801753.895,2032598.212,10314149.12,100,63,45,31.6227766,22.36173065,17.37438278,10314149.12,0,10314149.12,9302.250326,,,,,,
1665.00,Tydal,1989.00,1206.28,1287.51,0.00,1287.51,CNorway,mountain,3.00,1287.51,1609.384933,1394.800276,10,65,25,365,139.4800276,906.6201791,348.7000689,4410.745752,20273.59625,6058.448472,1609922.199,7399862.631,2211333.692,11221118.52,100,63,45,31.6227766,22.36173065,17.37438278,11221118.52,0,11221118.52,9302.250326,,,,,,
1702.00,Steinkjer,1989.00,1260.49,1045.43,0.00,1045.43,CNorway,inlandlow,2.00,1045.43,1306.786711,1132.548483,10,65,25,365,113.2548483,736.1565138,283.1371207,3581.432766,16461.73368,4919.332714,1307222.96,6008532.793,1795556.441,9111312.194,100,63,45,31.6227766,22.36173065,17.37438278,9111312.194,0,9111312.194,7228.389114,,,,,,
1703.00,Namsos,1989.00,729.65,522.75,0.00,522.75,CNorway,coast,2.00,522.75,653.4363194,566.3114768,10,65,25,365,56.63114768,368.1024599,141.5778692,1790.834132,8231.408061,2459.828093,653654.4581,3004463.942,897837.2538,4555955.654,100,63,45,31.6227766,22.36173065,17.37438278,4555955.654,0,4555955.654,6244.028855,,,,,,
1711.00,Meråker,1989.00,1181.45,964.95,0.00,964.95,CNorway,mountain,3.00,964.95,1206.189899,1045.36458,10,65,25,365,104.536458,679.4869767,261.3411449,3305.733056,15194.50475,4540.641087,1206592.566,5545994.235,1657333.997,8409920.798,100,63,45,31.6227766,22.36173065,17.37438278,8409920.798,0,8409920.798,7118.304455,,,,,,
1714.00,Stjørdal,1989.00,810.57,662.03,0.00,662.03,CNorway,inlandlow,2.00,662.03,827.5435666,717.2044244,10,65,25,365,71.72044244,466.1828759,179.3011061,2267.999529,10424.6559,3115.24605,827819.8281,3804999.405,1137064.808,5769884.042,100,63,45,31.6227766,22.36173065,17.37438278,5769884.042,0,5769884.042,7118.304455,,,,,,
1717.00,Frosta,1989.00,50.22,0.00,0.00,0.00,CNorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1718.00,Leksvik,1989.00,376.23,97.63,0.00,97.63,CNorway,inlandlow,2.00,97.63,122.0363964,105.7648768,10,65,25,365,10.57648768,68.74716995,26.44121921,334.4579073,1537.305698,459.3998637,122077.1362,561116.5796,167680.9503,850874.666,100,63,45,31.6227766,22.36173065,17.37438278,850874.666,0,850874.666,2261.581123,,,,,,
1719.00,Levanger,1989.00,486.82,147.66,0.00,147.66,CNorway,inlandlow,2.00,147.66,184.5758861,159.9657679,10,65,25,365,15.99657679,103.9777491,39.99144198,505.8561743,2325.12242,694.8266208,184637.5036,848669.6834,253611.7166,1286918.904,100,63,45,31.6227766,22.36173065,17.37438278,1286918.904,0,1286918.904,2643.521021,,,,,,
1721.00,Verdal,1989.00,1391.70,887.87,0.00,887.87,CNorway,inlandlow,2.00,887.87,1109.842016,961.8630809,10,65,25,365,96.18630809,625.2110026,240.4657702,3041.678133,13980.80004,4177.944337,1110212.519,5102992.015,1524949.683,7738154.217,100,63,45,31.6227766,22.36173065,17.37438278,7738154.217,0,7738154.217,5560.217157,,,,,,
1724.00,Verran,1989.00,548.56,142.35,0.00,142.35,CNorway,inlandlow,2.00,142.35,177.9344698,154.2098739,10,65,25,365,15.42098739,100.236418,38.55246846,487.6544391,2241.459781,669.8253442,177993.8703,818132.8201,244486.2506,1240612.941,100,63,45,31.6227766,22.36173065,17.37438278,1240612.941,0,1240612.941,2261.581123,,,,,,
1725.00,Namdalseid,1989.00,708.46,350.49,0.00,350.49,CNorway,mountain,3.00,350.49,438.113812,379.6986371,10,65,25,365,37.96986371,246.8041141,94.92465927,1200.712518,5518.967124,1649.257365,438260.0689,2014423,601978.9384,3054662.007,100,63,45,31.6227766,22.36173065,17.37438278,3054662.007,0,3054662.007,4311.692978,,,,,,
1736.00,Snåsa,1989.00,2095.90,2083.44,0.00,2083.44,CNorway,inlandlow,2.00,2083.44,2604.301157,2257.061003,10,65,25,365,225.7061003,1467.089652,564.2652507,7137.453587,32806.66364,9803.760455,2605170.559,11974432.23,3578372.566,18157975.35,100,63,45,31.6227766,22.36173065,17.37438278,18157975.35,0,18157975.35,8663.569518,,,,,,
1738.00,Lierne,1989.00,2627.35,1732.46,0.00,1732.46,CNorway,mountain,3.00,1732.46,2165.575558,1876.83215,10,65,25,365,187.683215,1219.940898,469.2080376,5935.064381,27279.98977,8152.200049,2166298.499,9957196.266,2975553.018,15099047.78,100,63,45,31.6227766,22.36173065,17.37438278,15099047.78,0,15099047.78,5746.873383,,,,,,
1739.00,Røyrvik,1989.00,1330.60,487.69,0.00,487.69,CNorway,mountain,3.00,487.69,609.6183369,528.335892,10,65,25,365,52.8335892,343.4183298,132.083973,1670.744788,7679.428192,2294.877506,609821.8478,2802991.29,837630.2897,4250443.428,100,63,45,31.6227766,22.36173065,17.37438278,4250443.428,4342832.277,8593275.705,6458.196081,,,,,,
